symbol,company_name,isin,company_industry,sector,macro_category,basic_industry,listing_date,company_face_value,issued_size,market_cap_category,intrinsic_label,avg_revenue_from_operations,avg_other_income,avg_income,avg_employee_benefit_expense,avg_profit_loss_for_period,avg_basic_earnings_per_share,avg_open,avg_close,avg_volume,volatility,year_change_percent,sharpe_ratio,beta,avg_daily_return,avg_vwap_distance,liquidity_score,stability_score,trend_strength
RETAIL,JHS Svendgaard Retail Ventures Limited,INE03DD01011,Diversified Retail,Consumer Services,Consumer Discretionary,Diversified Retail,2024-06-26,10.0,6504600,Micro,Unknown,40014500.0,9797000.0,49811500.0,18044000.0,-1907500.0,-0.295,40.48,39.92,36040,5.8081,-19.68,-0.1961,,-0.000676,-0.003921,1.4445,2.4908,0.07
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,INE147P01019,Investment Company,Financial Services,Financial Services,Investment Company,2013-11-11,10.0,10511929,Small,Unknown,79534666.66666667,666.6666666667,79535333.33333333,403666.6666666667,763960666.6666666,72.6766666667,789.22,785.76,23558,94.3889,16.52,0.5611,,0.001022,-0.00491,2.3185,3.3999,0.081
JINDRILL,Jindal Drilling And Industries Limited,INE742C01031,Offshore Support Solution Drilling,Oil Gas & Consumable Fuels,Energy,Offshore Support Solution Drilling,2006-12-22,5.0,28981104,Small,Unknown,1943133333.3333333,125900000.0,2069033333.3333333,212000000.0,480933333.3333333,16.6,727.39,725.29,196829,99.3238,-4.24,0.1881,,0.000406,-0.002621,9.8413,3.221,0.1134
JINDALPHOT,Jindal Photo Limited,INE796G01012,Investment Company,Financial Services,Financial Services,Investment Company,2005-04-07,10.0,10258326,Small,Unknown,6400000.0,33333.3333333333,6433333.333333333,433333.3333333333,655733333.3333334,63.9233333333,759.98,756.51,37072,105.3185,19.4,0.5977,,0.001234,-0.005351,3.6484,3.0203,0.1377
JINDALPOLY,Jindal Poly Films Limited,INE197D01010,Packaging,Capital Goods,Industrials,Packaging,2002-01-21,10.0,43786413,Small,Unknown,13050815333.333334,1405842333.3333333,14456657666.666666,723316666.6666666,962671333.3333334,21.9866666667,754.05,753.15,104973,134.587,25.44,0.7007,,0.001437,-0.002167,9.8413,4.1923,0.004
JINDALSAW,Jindal Saw Limited,INE324A01032,Iron & Steel Products,Capital Goods,Industrials,Iron & Steel Products,2003-04-29,1.0,639508234,Large,Unknown,52607666666.66666,326866666.6666667,52934533333.333336,3830500000.0,4570400000.0,9.89,440.42,439.5,1352188,170.4118,-50.19,-0.5602,,-0.001559,-0.001594,9.8413,4.7371,0.0202
JSL,Jindal Stainless Limited,INE220G01021,Iron & Steel,Metals & Mining,Commodities,Iron & Steel,2003-11-17,2.0,823769588,Large,IN-M,97046300000.0,656333333.3333334,97702633333.33331,2097533333.3333333,6365866666.666667,7.7466666667,703.39,702.45,1253685,68.3651,-21.87,-0.4535,,-0.0007,0.000237,9.8413,5.1996,0.004
JINDALSTEL,Jindal Steel & Power Limited,INE749A01030,Iron & Steel,Metals & Mining,Commodities,Iron & Steel,1999-12-29,1.0,1020088097,Large,IN-L,121939400000.0,319000000.0,122258400000.0,2953333333.333333,10497566666.666666,10.3966666667,946.28,945.05,2193456,66.7291,-9.86,-0.1834,,-0.000227,-0.000223,9.8413,6.5996,0.0121
JINDWORLD,Jindal Worldwide Limited,INE247D01039,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2010-11-25,1.0,1002602000,Large,IN-Mi,5625340000.0,7518000.0,5632858000.0,167509000.0,179480000.0,0.8933333333,325.27,324.32,614805,98.4712,-79.09,-0.7829,,-0.002993,-0.005488,9.8413,3.132,0.0972
JIOFIN,Jio Financial Services Limited,INE758E01017,Investment Company,Financial Services,Financial Services,Investment Company,2023-08-21,10.0,6353141623,Large,IN-L,4129800000.0,36266666.66666666,4166066666.6666665,410500000.0,3040800000.0,0.4766666667,314.1,312.65,20187635,49.4863,-35.08,-1.1552,,-0.001528,-0.001601,9.8413,6.3519,0.0891
JITFINFRA,JITF Infralogistics Limited,INE863T01013,Water Supply & Management,Utilities,Utilities,Water Supply & Management,2017-02-27,2.0,25703706,Small,Unknown,5579237666.666667,106055666.66666669,5685293333.333333,384748666.6666667,469315666.6666667,-3.2166666667,803.55,795.49,58263,169.2073,-49.98,-1.4454,,-0.00326,-0.003172,4.1154,3.3291,0.1638
JKCEMENT,JK Cement Limited,INE823G01014,Cement & Cement Products,Construction Materials,Commodities,Cement & Cement Products,2006-03-14,10.0,77268251,Large,IN-M,27659900000.0,423566666.6666667,28083466666.666668,2239700000.0,1702800000.0,21.6,4410.53,4413.71,139304,287.1898,16.91,0.7144,,0.000783,8.2e-05,9.8413,7.5598,0.0121
JKLAKSHMI,JK Lakshmi Cement Limited,INE786A01032,Cement & Cement Products,Construction Materials,Commodities,Cement & Cement Products,2006-06-19,5.0,117670066,Mid,IN-Mi,13904866666.666666,107000000.0,14011866666.666666,1042800000.0,360000000.0,3.2833333333,799.85,798.77,188645,44.0567,-2.41,0.0491,,5.4e-05,-0.000857,9.8413,5.7394,0.0162
JKPAPER,JK Paper Limited,INE789E01012,Paper & Paper Products,Forest Materials,Commodities,Paper & Paper Products,2005-06-16,10.0,169402344,Mid,IN-Mi,16761900000.0,277366666.6666667,17039266666.666666,1584900000.0,1116433333.3333333,6.5666666667,424.19,423.64,1033663,76.2017,-9.79,-0.0141,,-2.5e-05,-0.000943,9.8413,4.8881,0.0364
JKTYRE,JK Tyre & Industries Limited,INE573A01042,Tyres & Rubber Products,Automobile and Auto Components,Consumer Discretionary,Tyres & Rubber Products,2007-03-19,2.0,274020027,Mid,Unknown,32757966666.666668,183466666.66666663,32941433333.33333,3094866666.6666665,1233433333.3333333,4.4066666667,381.46,379.75,896906,53.3136,-29.91,-0.856,,-0.001194,-0.001207,9.8413,5.2852,0.0769
JKIL,J.Kumar Infraprojects Limited,INE576I01022,Civil Construction,Construction,Industrials,Civil Construction,2008-02-12,5.0,75665506,Mid,IN-Mi,13535816666.666666,77076000.0,13612892666.666666,1033194333.3333334,923352666.6666666,12.2033333333,747.76,745.54,267791,72.4461,13.43,0.511,,0.00088,-0.001782,9.8413,4.3124,0.004
JMFINANCIL,JM Financial Limited,INE780C01023,Holding Company,Financial Services,Financial Services,Holding Company,2006-10-10,1.0,955843110,Mid,Unknown,11245666666.666666,173066666.66666666,11418733333.333334,2478933333.333333,1795233333.3333333,2.1366666667,109.23,109.13,9251229,22.8405,19.08,0.6081,,0.001162,-0.002372,9.8413,3.7038,0.0607
JNKINDIA,JNK India Limited,INE0OAF01028,Industrial Products,Capital Goods,Industrials,Industrial Products,2024-04-30,2.0,55787415,Small,Unknown,951143333.3333334,32353333.33333333,983496666.6666666,141416666.66666666,56553333.333333336,1.09,587.44,583.19,299114,151.0728,-52.67,-1.3802,,-0.003395,-0.002541,7.1825,3.2367,0.1333
JOCIL,Jocil Limited,INE839G01010,Commodity Chemicals,Chemicals,Commodities,Commodity Chemicals,2008-10-08,10.0,8881150,Micro,Unknown,2291316000.0,4243666.666666667,2295559666.6666665,88442333.33333333,1886666.6666666667,0.2133333333,192.64,191.35,17750,21.2547,-19.15,-0.3832,,-0.000577,-0.002512,1.7469,4.6277,0.0567
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,INE782A01015,Household Appliances,Consumer Durables,Consumer Discretionary,Household Appliances,2000-01-03,10.0,27190884,Mid,IN-Mi,6079633333.333333,73866666.66666667,6153500000.0,470200000.0,9200000.0,0.3333333333,1841.74,1839.58,78910,303.5367,53.35,1.1105,,0.002222,-0.002564,7.7658,3.9797,0.0445
JSWENERGY,JSW Energy Limited,INE121E01018,Power Generation,Power,Utilities,Power Generation,2010-01-04,10.0,1747768451,Large,IN-L,28520000000.0,1953666666.6666667,30473666666.666668,1110500000.0,5227900000.0,2.9533333333,637.2,634.83,3965222,89.2108,-18.96,-0.2406,,-0.000436,-0.001135,9.8413,4.4084,0.0445
JSWHL,JSW Holdings Limited,INE824G01012,Investment Company,Financial Services,Financial Services,Investment Company,2005-06-21,10.0,11099625,Mid,Unknown,728758000.0,0.0,728758000.0,23973666.666666668,615791000.0,55.8966666667,10052.33,10101.53,14046,5361.4165,249.33,3.3188,,0.007649,-0.001174,1.0033,2.782,0.0726
JSWINFRA,JSW Infrastructure Limited,INE880J01026,Port & Port services,Services,Services,Port & Port services,2023-10-03,2.0,2100001567,Large,IN-M,10643200000.0,880766666.6666666,11523966666.666666,599066666.6666666,3353000000.0,1.6033333333,300.27,299.7,2941268,31.8596,25.76,0.7723,,0.001262,-0.00209,9.8413,5.9268,0.0364
JSWSTEEL,JSW Steel Limited,INE019A01038,Iron & Steel,Metals & Mining,Commodities,Iron & Steel,2005-03-23,1.0,2445453966,Large,IN-L,413350000000.0,1546666666.6666667,414896666666.6667,12056666666.666666,6633333333.333333,2.7366666667,944.53,944.65,2226144,48.9391,15.09,0.6608,,0.000718,-3e-05,9.8413,9.1729,0.0283
JTEKTINDIA,Jtekt India Limited,INE643A01035,Auto Components & Equipments,Automobile and Auto Components,Consumer Discretionary,Auto Components & Equipments,2004-01-12,1.0,254280483,Small,Unknown,5833830333.333333,24874333.33333333,5858704666.666667,612863000.0,168725333.33333334,0.6666666667,167.17,166.77,268334,23.966,-20.92,-0.4087,,-0.000641,8e-05,9.8413,4.2881,0.0526
JTLIND,JTL INDUSTRIES LIMITED,INE391J01032,Iron & Steel Products,Capital Goods,Industrials,Iron & Steel Products,2023-06-12,1.0,393081630,Mid,IN-Mi,4821197000.0,46956333.333333336,4868153333.333333,64773666.66666666,273331666.6666667,1.25,167.5,166.86,1489989,62.9451,-63.87,-1.1955,,-0.003072,-1.5e-05,9.8413,4.5458,0.081
JUBLCPL,Jubilant Agri and Consumer Products Limited,INE03CC01015,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2025-02-14,10.0,15067101,Small,Unknown,3975200000.0,-2000000.0,3973200000.0,435800000.0,213400000.0,14.16,1241.97,1235.41,9730,81.739,-9.42,-1.2017,,-0.003053,-0.004741,0.1043,3.1402,0.2308
JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,Restaurants,Consumer Services,Consumer Discretionary,Restaurants,2010-02-08,2.0,659845200,Large,IN-M,20128476666.666668,215576666.66666663,20344053333.33333,3455240000.0,559306666.6666666,0.8933333333,615.7,615.8,2573689,79.1506,51.75,1.4577,,0.001902,-0.000226,9.8413,6.1321,0.0364
JUBLINGREA,Jubilant Ingrevia Limited,INE0BY001018,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2021-03-19,1.0,159281139,Mid,Unknown,10421166666.666666,98200000.0,10519366666.666666,1064500000.0,590400000.0,3.7333333333,660.96,660.93,787343,96.3263,16.52,0.5605,,0.001068,-0.00226,9.8413,4.2414,0.0607
JUBLPHARMA,Jubilant Pharmova Limited,INE700A01033,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2003-06-16,1.0,159281139,Mid,Unknown,17685666666.666668,149666666.66666666,17835333333.333332,5591000000.0,2283333333.333333,14.4266666667,933.71,935.53,458483,179.9945,41.1,0.9818,,0.001814,-0.000459,9.8413,4.1637,0.0121
JMA,Jullundur Motor Agency (Delhi) Limited,INE412C01023,Trading - Auto Components,Automobile and Auto Components,Consumer Discretionary,Trading - Auto Components,2015-03-16,2.0,22841054,Micro,Unknown,1322369000.0,18805000.0,1341174000.0,77400333.33333333,53920000.0,2.32,98.96,98.27,24831,10.2087,-21.13,-0.5933,,-0.000852,-0.002887,2.1186,3.5518,0.0187
JUNIPER,Juniper Hotels Limited,INE696F01016,Hotels & Resorts,Consumer Services,Consumer Discretionary,Hotels & Resorts,2024-02-28,10.0,222502384,Mid,Unknown,2222364333.333333,73174000.0,2295538333.333333,426417333.3333333,54448333.333333336,0.2433333333,368.09,366.39,242227,68.6189,-44.79,-1.2316,,-0.002054,9.9e-05,9.8413,4.9417,0.1417
JLHL,Jupiter Life Line Hospitals Limited,INE682M01012,Hospital,Healthcare,Healthcare,Hospital,2023-09-18,10.0,65566022,Mid,Unknown,3101136666.6666665,87033333.33333333,3188170000.0,535653333.3333333,495423333.3333333,7.5566666667,1403.63,1400.46,57567,134.3713,18.85,0.732,,0.000883,0.000183,5.6654,4.5389,0.0769
JWL,Jupiter Wagons Limited,INE209L01016,Railway Wagons,Capital Goods,Industrials,Railway Wagons,2010-10-18,10.0,424498049,Large,IN-S,9729106000.0,107955333.33333331,9837061333.333334,173881666.66666666,925597000.0,2.2133333333,493.45,492.24,3357061,109.8805,1.28,0.3188,,0.000758,-0.00247,9.8413,2.8145,0.0364
JUSTDIAL,Just Dial Limited,INE599M01018,Internet & Catalogue Retail,Consumer Services,Consumer Discretionary,Internet & Catalogue Retail,2013-06-05,10.0,85042157,Mid,Unknown,2842433333.333333,926300000.0,3768733333.3333335,1735200000.0,1422000000.0,16.72,1047.04,1044.85,557784,146.5285,-6.88,0.0931,,0.000182,-0.002965,9.8413,4.4757,0.0445
JYOTHYLAB,Jyothy Labs Limited,INE668F01031,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,2007-12-19,1.0,367214511,Mid,Unknown,7266733333.333333,133666666.66666669,7400400000.0,825100000.0,980366666.6666666,2.67,445.48,444.23,995225,72.5265,-14.41,-0.2104,,-0.000329,-0.001327,9.8413,4.172,0.0607
JYOTICNC,Jyoti CNC Automation Limited,INE980O01024,Industrial Products,Capital Goods,Industrials,Industrial Products,2024-01-16,2.0,227423096,Large,Unknown,3968506666.6666665,48563333.333333336,4017070000.0,553046666.6666666,657663333.3333334,2.89,1110.75,1108.46,498004,163.1656,36.3,0.8427,,0.001858,-0.001164,9.8413,3.9067,0.004
JYOTISTRUC,Jyoti Structures Limited,INE197A01024,Heavy Electrical Equipment,Capital Goods,Industrials,Heavy Electrical Equipment,1995-07-19,2.0,1188439804,Small,Unknown,1110452666.6666667,14646333.333333334,1125099000.0,111963000.0,78780000.0,0.09,26.51,26.37,12572252,5.6205,-35.17,-0.571,,-0.001436,-0.003008,7.7381,4.1094,0.0773
KMSUGAR,K.M.Sugar Mills Limited,INE157H01023,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Sugar,2007-05-31,2.0,92000170,Micro,Unknown,1685833333.3333333,17266666.666666668,1703100000.0,51566666.66666666,81633333.33333333,0.8866666667,34.07,33.79,771150,4.5888,-8.88,0.0594,,0.000137,-0.002884,7.2222,3.9113,0.1105
KPEL,K.P. Energy Limited,INE127T01021,Power Generation,Power,Utilities,Power Generation,2024-11-14,5.0,66690000,Small,Unknown,2034664000.0,8221000.0,2042885000.0,89430000.0,251745000.0,3.78,468.8,465.63,253218,93.9913,-24.73,-0.9697,,-0.002194,-0.004724,4.0079,4.0572,0.04
KABRAEXTRU,Kabra Extrusion Technik Limited,INE900B01029,Industrial Products,Capital Goods,Industrials,Industrial Products,2000-09-27,5.0,34972836,Small,Unknown,1124580666.6666667,17674666.666666668,1142255333.3333333,140511666.66666666,71251666.66666667,2.0366666667,419.23,418.2,173270,61.5473,-16.73,-0.0733,,-0.000159,-0.003709,9.8016,3.573,0.1138
KAJARIACER,Kajaria Ceramics Limited,INE217B01036,Ceramics,Consumer Durables,Consumer Discretionary,Ceramics,2004-06-01,1.0,159272290,Mid,Unknown,11522233333.333334,101966666.66666669,11624200000.0,1448000000.0,856133333.3333334,5.27,1212.14,1207.82,248661,202.5143,-33.91,-1.284,,-0.001504,-1.7e-05,9.8413,7.0164,0.1012
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,INE437B01014,Cement & Cement Products,Construction Materials,Commodities,Cement & Cement Products,1995-12-13,10.0,7773858,Micro,Unknown,231240333.3333333,38901000.0,270141333.3333333,47708000.0,-18131666.666666668,-2.33,200.02,198.83,12616,30.3758,-29.09,-0.7547,,-0.001118,-0.002532,1.2416,4.663,0.1053
KPIL,Kalpataru Projects International Limited,INE220B01022,Civil Construction,Construction,Industrials,Civil Construction,2000-12-15,2.0,170772546,Large,IN-S,50831366666.66666,164433333.33333334,50995800000.0,4994466666.666667,1163833333.3333333,7.37,1192.61,1189.47,433069,144.2854,-22.56,-0.4393,,-0.000706,-0.001078,9.8413,3.7984,0.0486
KALYANKJIL,Kalyan Jewellers India Limited,INE303R01014,Gems Jewellery And Watches,Consumer Durables,Consumer Discretionary,Gems Jewellery And Watches,2021-03-26,10.0,1031435375,Large,IN-M,62959483333.333336,264880000.0,63224363333.333336,1782866666.6666667,1755226666.6666667,1.7066666667,564.75,563.62,8648605,125.0101,21.96,0.6546,,0.001269,0.000103,9.8413,3.5364,0.0202
KALYANIFRG,Kalyani Forge Limited,INE314G01014,Castings & Forgings,Capital Goods,Industrials,Castings & Forgings,2007-12-20,10.0,3638000,Micro,Unknown,592297333.3333334,7100666.666666667,599398000.0,96120666.66666669,20294333.33333333,5.58,496.14,493.31,6838,94.8906,86.86,2.6183,,0.008227,-8e-05,0.247,3.0278,0.0222
KICL,Kalyani Investment Company Limited,INE029L01018,Investment Company,Financial Services,Financial Services,Investment Company,2011-01-14,10.0,4365306,Small,Unknown,189280000.0,0.0,189280000.0,1200000.0,152896666.66666666,35.0266666667,5188.67,5168.37,9663,1103.7422,14.3,0.606,,0.001354,-0.002961,0.6903,3.4822,0.0168
KSL,Kalyani Steels Limited,INE907A01026,Iron & Steel Products,Capital Goods,Industrials,Iron & Steel Products,2010-05-19,5.0,43653060,Small,IN-Mi,4791910000.0,138573333.33333334,4930483333.333333,203346666.66666663,586806666.6666666,13.4433333333,866.06,863.84,95257,111.1694,-17.25,-0.2338,,-0.000402,-0.001781,9.3746,3.7765,0.0162
KAMATHOTEL,Kamat Hotels (I) Limited,INE967C01018,Hotels & Resorts,Consumer Services,Consumer Discretionary,Hotels & Resorts,1996-05-29,10.0,29480072,Small,Unknown,900082666.6666666,18793000.0,918875666.6666666,182852666.66666663,118656000.0,3.9666666667,237.68,236.32,161808,35.767,-15.33,-0.0419,,-9.2e-05,-0.002953,9.8413,3.0375,0.166
KAMDHENU,Kamdhenu Limited,INE390H01020,Iron & Steel Products,Capital Goods,Industrials,Iron & Steel Products,2006-05-09,1.0,277383000,Mid,Unknown,1832224000.0,34200000.0,1866424000.0,120422333.33333331,145927333.33333334,3.95,397.99,396.19,757918,217.962,-95.01,-1.3255,,-0.0056,-0.005129,9.8413,3.4186,0.1903
KAMOPAINTS,Kamdhenu Ventures Limited,INE0BTI01037,Paints,Consumer Durables,Consumer Discretionary,Paints,2023-01-24,1.0,314355000,Small,Unknown,611134000.0,1392333.3333333333,612526333.3333334,84042666.66666667,15922000.0,0.05,88.85,88.65,9814123,64.2473,-85.15,-1.6386,,-0.008628,-0.001236,4.7619,3.5617,0.1345
KANANIIND,Kanani Industries Limited,INE879E01037,Gems Jewellery And Watches,Consumer Durables,Consumer Discretionary,Gems Jewellery And Watches,2011-12-14,1.0,197868000,Micro,Unknown,449196333.3333333,1695000.0,450891333.3333333,1922333.3333333333,3404666.6666666665,0.0166666667,2.81,2.78,1183755,0.3196,-41.08,-0.9475,,-0.001912,-0.003037,8.7302,2.1641,0.1781
KANORICHEM,Kanoria Chemicals & Industries Limited,INE138C01024,Industrial Products,Capital Goods,Industrials,Industrial Products,1995-02-08,5.0,43693333,Small,Unknown,3684300000.0,22000000.0,3706300000.0,576566666.6666666,-226800000.0,-3.6833333333,117.17,116.73,112860,18.1614,-33.1,-0.5881,,-0.001151,-0.003636,9.8413,4.0605,0.1336
KANPRPLA,Kanpur Plastipack Limited,INE694E01014,Packaging,Capital Goods,Industrials,Packaging,2021-01-01,10.0,21468846,Micro,Unknown,1482178000.0,30777000.0,1512955000.0,163876666.66666666,27031333.33333333,1.2533333333,117.99,117.61,23158,9.0546,2.94,0.2874,,0.00052,-0.004524,2.2791,3.8469,0.0405
KANSAINER,Kansai Nerolac Paints Limited,INE531A01024,Paints,Consumer Durables,Consumer Discretionary,Paints,2003-09-15,1.0,808444880,Large,Unknown,20021066666.666668,340200000.0,20361266666.666668,1234800000.0,3356333333.333333,4.2666666667,271.0,270.16,589414,23.1612,-8.63,-0.2285,,-0.000234,-0.000589,9.8413,7.3473,0.0486
KAPSTON,Kapston Services Limited,INE542Z01010,Diversified Commercial Services,Services,Services,Diversified Commercial Services,2020-05-27,5.0,20288122,Small,Unknown,1680555333.3333333,1967333.3333333333,1682522666.6666667,1562416333.3333333,39280666.66666666,2.48,270.04,268.47,11813,42.7481,-20.49,0.1008,,0.000326,-0.001304,0.8392,3.1674,0.0225
KARMAENG,Karma Energy Limited,INE725L01011,Power Generation,Power,Utilities,Power Generation,2011-06-28,10.0,11569918,Micro,Unknown,25862333.33333333,6036666.666666667,31899000.0,7432000.0,4183666.6666666665,0.3633333333,65.96,65.09,23779,9.6184,-18.19,-0.1791,,-0.000483,-0.004598,1.3588,3.4987,0.049
KTKBANK,The Karnataka Bank Limited,INE614B01018,Private Sector Bank,Financial Services,Financial Services,Private Sector Bank,2000-05-10,10.0,377936662,Mid,IN-Mi,,2826433333.333333,25343566666.666668,,,,211.02,210.35,1586769,19.7744,-19.65,-0.6132,,-0.000715,-0.000493,9.8413,7.5742,0.1053
KARURVYSYA,Karur Vysya Bank Limited,INE036D01028,Private Sector Bank,Financial Services,Financial Services,Private Sector Bank,2000-07-26,2.0,804895007,Mid,IN-S,,4425966666.666667,28274433333.33333,,,,213.65,213.36,2177484,13.5057,11.05,0.4807,,0.000663,-0.000301,9.8413,5.3163,0.0364
