symbol,company_name,isin,company_industry,sector,macro_category,basic_industry,listing_date,company_face_value,issued_size,market_cap_category,intrinsic_label,avg_revenue_from_operations,avg_other_income,avg_income,avg_employee_benefit_expense,avg_profit_loss_for_period,avg_basic_earnings_per_share,avg_open,avg_close,avg_volume,volatility,year_change_percent,sharpe_ratio,beta,avg_daily_return,avg_vwap_distance,liquidity_score,stability_score,trend_strength
IRFC,Indian Railway Finance Corporation Limited,INE053F01010,Financial Institution,Financial Services,Financial Services,Financial Institution,2021-01-29,10.0,13068506000,Large,IN-L,68095743333.333336,12970000.0,68108713333.333336,30590000.0,16067136666.666666,1.23,156.27,155.69,38954479,22.5201,-11.51,-0.0748,,-0.000128,-0.001938,9.8413,3.5029,0.0688
IREDA,Indian Renewable Energy Development Agency Limited,INE202E01016,Financial Institution,Financial Services,Financial Services,Financial Institution,2023-11-29,10.0,2687764706,Large,IN-M,16127768666.666666,5813000.0,16133581666.666666,200725666.66666663,3989409666.6666665,1.4833333333,203.17,202.28,23092326,32.9752,-2.77,0.1956,,0.000396,-0.002786,9.8413,3.4396,0.1012
INDIGOPNTS,Indigo Paints Limited,INE09VQ01012,Paints,Consumer Durables,Consumer Discretionary,Paints,2021-02-02,10.0,47634707,Mid,IN-Mi,3140428000.0,40817666.66666666,3181245666.6666665,285487666.6666667,288758333.3333333,6.04,1363.05,1358.52,223403,175.9242,-25.86,-0.82,,-0.001019,-0.001025,9.8413,6.0604,0.0202
INDOAMIN,Indo Amines Limited,INE760F01028,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2022-04-29,5.0,72587560,Small,Unknown,2643375000.0,51123666.66666666,2694498666.6666665,135367000.0,148053000.0,2.06,156.68,155.89,518251,32.0499,-6.52,0.1935,,0.000481,-0.005047,9.8413,3.1682,0.1498
INDOBORAX,Indo Borax & Chemicals Limited,INE803D01021,Commodity Chemicals,Chemicals,Commodities,Commodity Chemicals,2022-03-29,1.0,32090000,Small,Unknown,417148333.3333333,39475666.66666666,456624000.0,34936666.666666664,107547666.66666669,3.3533333333,185.08,184.64,160493,19.625,-0.9,0.2161,,0.000415,-0.004808,9.8413,3.7486,0.1093
ICIL,Indo Count Industries Limited,INE483B01026,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2005-09-12,2.0,198054340,Mid,IN-Mi,10429427000.0,111803666.66666669,10541230666.666666,1046993000.0,782683000.0,3.9533333333,355.38,354.75,474205,46.3427,-25.51,-0.2879,,-0.000622,-0.000648,9.8413,3.726,0.1134
INDOFARM,Indo Farm Equipment Limited,INE622H01018,Tractors,Capital Goods,Industrials,Tractors,2025-01-07,10.0,48051600,Small,Unknown,911316000.0,2156500.0,913472500.0,111843500.0,37908000.0,0.965,193.65,191.98,1281388,29.3357,-46.27,-3.156,,-0.008726,-0.004258,2.5794,3.2275,0.3438
INDORAMA,Indo Rama Synthetics (India) Limited,INE156A01020,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2003-06-20,10.0,261113151,Small,Unknown,10201533333.333334,20900000.0,10222433333.333334,294900000.0,-165566666.66666666,-0.63,43.08,42.91,287140,4.3909,-22.32,-0.3301,,-0.000606,-0.003817,9.8413,3.9853,0.0405
INDOTECH,Indo Tech Transformers Limited,INE332H01014,Heavy Electrical Equipment,Capital Goods,Industrials,Heavy Electrical Equipment,2006-03-16,10.0,10620000,Small,Unknown,1352400000.0,36966666.66666666,1389366666.6666667,79733333.33333333,143000000.0,13.4666666667,2114.52,2105.44,37656,318.1755,61.9,1.5519,,0.009403,-0.002788,1.2552,3.8849,0.0361
INDOTHAI,Indo Thai Securities Limited,INE337M01013,Stockbroking & Allied,Financial Services,Financial Services,Stockbroking & Allied,2011-11-02,10.0,10158319,Micro,Unknown,80985000.0,2590666.6666666665,83575666.66666667,15562333.333333334,34918666.666666664,3.49,337.95,335.67,36708,151.8521,222.96,2.11,,0.017144,-0.001016,1.413,3.1681,0.1042
INDOUS,Indo Us Biotech Limited,INE250Z01010,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Other Agricultural Products,2024-09-27,10.0,20052000,Small,Unknown,221726000.0,152000.0,221878000.0,2423000.0,43595000.0,2.16,282.98,279.3,39841,38.5781,6.44,0.7004,,0.002534,-0.007406,0.996,2.302,0.0323
NIPPOBATRY,Indo-National Limited,INE567A01028,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,1999-10-06,5.0,7500000,Micro,Unknown,1202878333.3333333,20642000.0,1223520333.3333333,192199333.3333333,12699333.333333334,1.6933333333,552.83,548.88,16844,59.8709,-27.4,-0.5224,,-0.000911,-0.003085,1.6577,3.5817,0.085
INDOCO,Indoco Remedies Limited,INE873D01024,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2005-01-14,2.0,92247905,Small,Unknown,4249000000.0,11466666.666666666,4260466666.6666665,958966666.6666666,-121966666.66666669,-1.3233333333,313.44,312.44,145159,41.7829,-31.97,-0.7562,,-0.001226,-0.000678,9.8413,4.0226,0.1093
INDOSTAR,IndoStar Capital Finance Limited,INE896L01010,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Non Banking Financial Company (NBFC),2018-05-21,10.0,136102447,Small,Unknown,3692400000.0,46400000.0,3738800000.0,816833333.3333334,235400000.0,1.33,263.44,263.21,228791,24.9297,16.14,0.5508,,0.001121,-0.001082,9.8413,3.8569,0.0283
INDOWIND,Indowind Energy Limited,INE227G01018,Power Generation,Power,Utilities,Power Generation,2007-09-14,10.0,128801736,Micro,Unknown,80620333.33333333,1560666.6666666667,82181000.0,7180000.0,20483000.0,0.17,22.4,22.19,525014,3.5864,-25.37,-0.2188,,-0.000613,-0.005268,7.0238,3.9135,0.0852
IGL,Indraprastha Gas Limited,INE203G01027,LPG/CNG/PNG/LNG Supplier,Oil Gas & Consumable Fuels,Energy,LPG/CNG/PNG/LNG Supplier,2003-12-26,2.0,1400001600,Large,IN-M,40419866666.66666,812600000.0,41232466666.66666,507733333.3333333,4199366666.6666665,6.01,414.15,412.91,4119005,123.2595,-62.84,-1.1491,,-0.002922,-0.001123,9.8413,5.6765,0.0162
INDRAMEDCO,Indraprastha Medical Corporation Limited,INE681B01017,Hospital,Healthcare,Healthcare,Hospital,1997-04-17,10.0,91673000,Small,Unknown,3408700000.0,54333333.333333336,3463033333.333333,701266666.6666666,399933333.3333333,4.3633333333,373.69,372.71,404086,95.2569,78.04,1.3248,,0.002946,-0.001048,9.8413,4.0696,0.0202
INDUSTOWER,Indus Towers Limited,INE121J01017,Telecom - Infrastructure,Telecommunication,Telecommunication,Telecom - Infrastructure,2012-12-28,10.0,2638162757,Large,IN-M,74652333333.33333,847000000.0,75499333333.33333,2070333333.3333333,27175333333.33333,10.21,365.75,364.76,15615101,35.0887,11.69,0.4936,,0.000722,-5.8e-05,9.8413,4.5034,0.0445
INDUSINDBK,IndusInd Bank Limited,INE095A01012,Private Sector Bank,Financial Services,Financial Services,Private Sector Bank,1998-01-28,10.0,779054472,Large,IN-L,,23252500000.0,150031900000.0,,,,1207.0,1202.99,6086196,262.8711,-55.22,-1.6536,,-0.002835,-0.000747,9.8413,4.4319,0.0486
IITL,Industrial Investment Trust Limited,INE886A01014,Investment Company,Financial Services,Financial Services,Investment Company,2010-08-17,10.0,22547550,Micro,Unknown,70976333.33333333,62000.0,71038666.66666667,7009333.333333333,33835333.333333336,1.59,192.87,190.2,47751,32.5336,14.65,0.8504,,0.002013,-0.001919,1.9897,3.4005,0.0192
INFIBEAM,Infibeam Avenues Limited,INE483S01020,Financial Technology (Fintech),Financial Services,Financial Services,Financial Technology (Fintech),2016-04-04,1.0,2789495346,Mid,IN-Mi,9465833333.333334,182166666.66666663,9648000000.0,370000000.0,605000000.0,0.2166666667,27.33,27.18,12743120,4.9917,-52.69,-1.7825,,-0.002837,-0.002936,9.4444,4.6624,0.1899
NAUKRI,Info Edge (India) Limited,INE663F01024,Internet & Catalogue Retail,Consumer Services,Consumer Discretionary,Internet & Catalogue Retail,2006-11-21,10.0,129584120,Large,IN-L,6999753333.333333,1841406666.6666667,8841160000.0,3013306666.6666665,2106696666.6666667,12.86,7286.17,7281.69,300659,835.757,12.33,0.5188,,0.000699,-0.000339,9.8413,6.5436,0.0283
INFOBEAN,InfoBeans Technologies Limited,INE344S01016,Computers - Software & Consulting,Information Technology,Information Technology,Computers - Software & Consulting,2019-07-15,10.0,24368830,Small,Unknown,971866666.6666666,35600000.0,1007466666.6666666,679466666.6666666,91566666.66666669,3.76,406.65,404.92,37663,48.513,-26.58,-0.5,,-0.000868,-0.002936,3.7066,3.6336,0.1134
INFOMEDIA,Infomedia Press Limited,INE669A01022,Printing & Publication,Media Entertainment & Publication,Consumer Discretionary,Printing & Publication,2006-10-12,10.0,50194172,Micro,Unknown,0.0,0.0,0.0,0.0,-9415000.0,-0.1466666667,7.06,6.91,28311,0.5305,1.67,0.4044,,0.001,-0.002773,0.8651,3.195,0.0526
INFY,Infosys Limited,INE009A01021,Computers - Software & Consulting,Information Technology,Information Technology,Computers - Software & Consulting,1995-02-08,5.0,4153263455,Large,IN-L,384053333333.3333,8503333333.333333,392556666666.6667,197823333333.3333,64160000000.0,15.4666666667,1747.49,1747.58,7098091,188.4732,-4.0,-0.0464,,-4.5e-05,3.7e-05,9.8413,10.9973,0.0364
INGERRAND,Ingersoll Rand (India) Limited,INE177A01018,Compressors Pumps & Diesel Engines,Capital Goods,Industrials,Compressors Pumps & Diesel Engines,1999-04-15,10.0,31568000,Mid,IN-Mi,3417200000.0,51933333.333333336,3469133333.333333,308133333.3333333,666233333.3333334,21.1066666667,4112.32,4105.77,21114,405.5137,-4.67,0.0409,,5.8e-05,-0.000525,2.0779,4.7362,0.0607
INNOVACAP,Innova Captab Limited,INE0DUT01020,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2023-12-29,10.0,57224929,Small,IN-Mi,3096450000.0,28883333.33333333,3125333333.333333,270873333.3333333,328950000.0,5.7466666667,755.1,753.99,111915,208.5274,80.28,1.5017,,0.002829,8.3e-05,9.8413,3.4695,0.0445
INNOVANA,Innovana Thinklabs Limited,INE403Y01018,Computers - Software & Consulting,Information Technology,Information Technology,Computers - Software & Consulting,2024-12-17,10.0,20500000,Small,Unknown,289214000.0,10624000.0,299838000.0,36010000.0,118355000.0,5.77,392.76,387.94,18773,54.1205,-32.53,-1.8039,,-0.004278,-0.001638,0.596,1.9439,0.2405
INOXGREEN,Inox Green Energy Services Limited,INE510W01014,Power Generation,Power,Utilities,Power Generation,2022-11-23,10.0,367016789,Mid,IN-Mi,557233333.3333334,86466666.66666667,643700000.0,112700000.0,51300000.0,0.11,160.74,160.12,2549306,27.2778,-18.95,-0.0993,,-0.000227,-0.003627,9.6429,3.6516,0.1033
INOXINDIA,INOX India Limited,INE616N01034,Other Industrial Products,Capital Goods,Industrials,Other Industrial Products,2023-12-21,2.0,90763500,Mid,Unknown,3106018666.6666665,92201333.33333331,3198220000.0,263777333.3333333,536962000.0,5.9133333333,1163.01,1159.56,306117,138.4892,-24.62,-0.7308,,-0.000937,-0.001661,9.8413,4.8803,0.0526
IWEL,Inox Wind Energy Limited,INE0FLR01028,Heavy Electrical Equipment,Capital Goods,Industrials,Heavy Electrical Equipment,2021-06-11,10.0,12047573,Mid,Unknown,7615400000.0,361833333.3333333,7977233333.333333,394766666.6666667,834900000.0,20.42,9187.98,9133.47,12950,1214.0576,25.0,0.9952,,0.002042,0.000152,0.7606,5.3318,0.0068
INOXWIND,Inox Wind Limited,INE066P01011,Heavy Electrical Equipment,Capital Goods,Industrials,Heavy Electrical Equipment,2015-04-09,10.0,1303793984,Large,IN-S,7607733333.333333,345133333.3333333,7952866666.666667,392566666.6666667,840733333.3333334,1.0433333333,228.86,227.89,10397109,131.1081,-72.03,-0.5971,,-0.00221,-0.001692,9.8413,3.7792,0.0607
INSECTICID,Insecticides (India) Limited,INE070I01018,Pesticides & Agrochemicals,Chemicals,Commodities,Pesticides & Agrochemicals,2007-05-30,10.0,29097837,Small,Unknown,5471613666.666667,13958000.0,5485571666.666667,365983000.0,426247666.6666667,14.4333333333,710.35,709.17,71542,127.2708,11.78,0.4758,,0.00082,-0.001689,7.0407,4.5015,0.0202
INSPIRISYS,Inspirisys Solutions Limited,INE020G01017,IT Enabled Services,Information Technology,Information Technology,IT Enabled Services,2006-10-30,10.0,39616873,Micro,Unknown,892700000.0,13066666.666666666,905766666.6666666,301600000.0,64866666.66666666,1.6033333333,108.67,106.71,28582,31.2335,-47.67,-1.8948,,-0.005158,-0.004168,1.2023,2.9782,0.1238
ESSENTIA,Integra Essentia Limited,INE418N01035,Trading & Distributors,Services,Services,Trading & Distributors,2013-08-20,1.0,1067690544,Micro,Unknown,1139309000.0,13244666.666666666,1152553666.6666667,1975666.6666666667,13412666.666666666,0.0133333333,3.31,3.26,7316015,0.7587,-49.09,-2.8677,,-0.006053,-0.005358,4.0873,2.4929,0.3529
INTELLECT,Intellect Design Arena Limited,INE306R01017,Computers - Software & Consulting,Information Technology,Information Technology,Computers - Software & Consulting,2014-12-18,5.0,138851769,Mid,Unknown,5913660000.0,200870000.0,6114530000.0,3706736666.6666665,660053333.3333334,4.81,886.61,884.98,761335,131.2277,-35.39,-0.7398,,-0.001353,-0.00285,9.8413,4.2689,0.1134
INTENTECH,Intense Technologies Limited,INE781A01025,IT Enabled Services,Information Technology,Information Technology,IT Enabled Services,2017-03-23,2.0,23503699,Micro,Unknown,334772000.0,10802666.666666666,345574666.6666667,130787666.66666669,33893666.666666664,1.4433333333,119.89,119.13,119190,20.8281,-27.86,-0.5435,,-0.001507,-0.005295,5.3175,3.4334,0.1429
INTERARCH,Interarch Building Products Limited,INE00M901018,Civil Construction,Construction,Industrials,Civil Construction,2024-08-26,10.0,16640431,Small,Unknown,3301049333.333333,45262000.0,3346311333.333333,357277666.6666667,230489000.0,14.85,1519.2,1517.31,329055,166.859,43.23,1.274,,0.002956,-0.002326,6.2698,3.2571,0.0064
INDIGO,InterGlobe Aviation Limited,INE646L01027,Airline,Services,Services,Airline,2015-11-10,10.0,386423369,Large,IN-L,195503333333.3333,7832333333.333333,203335666666.66663,18417666666.666668,13969666666.666666,36.1766666667,4412.31,4410.17,1061727,330.6582,43.26,1.3856,,0.001631,0.00047,9.8413,6.7587,0.0769
INTLCONV,International Conveyors Limited,INE575C01027,Industrial Products,Capital Goods,Industrials,Industrial Products,2021-09-16,1.0,63379000,Small,Unknown,324166666.6666667,344966666.6666667,669133333.3333334,52600000.0,262266666.66666663,4.14,82.59,82.29,322120,7.8515,-17.15,-0.2235,,-0.000388,-0.003112,9.8413,4.5895,0.1093
ISFT,Intrasoft Technologies Limited,INE566K01011,E-Retail/ E-Commerce,Consumer Services,Consumer Discretionary,E-Retail/ E-Commerce,2010-04-12,10.0,16311678,Micro,Unknown,1257179000.0,4848333.333333333,1262027333.3333333,23902333.33333333,34442666.666666664,2.1133333333,128.72,127.76,138948,17.7445,-14.43,-0.0862,,-0.0002,-0.005822,7.2222,3.0862,0.0166
INVENTURE,Inventure Growth & Securities Limited,INE878H01024,Stockbroking & Allied,Financial Services,Financial Services,Stockbroking & Allied,2011-08-04,1.0,1050000000,Micro,Unknown,148790333.33333334,5476000.0,154266333.33333334,21441333.33333333,15981333.333333334,0.0333333333,2.28,2.26,5993477,0.461,-40.41,-0.8055,,-0.001761,-0.004001,8.7302,3.2103,0.2146
IKS,Inventurus Knowledge Solutions Limited,INE115Q01022,IT Enabled Services,Information Technology,Information Technology,IT Enabled Services,2024-12-19,1.0,171573159,Large,IN-S,6571610000.0,269890000.0,6841500000.0,3833740000.0,1296750000.0,7.8,1740.61,1732.52,588994,184.7062,-31.59,-1.818,,-0.004239,-0.001537,3.0952,3.0703,0.0909
IOLCP,IOL Chemicals and Pharmaceuticals Limited,INE485C01029,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2010-11-08,2.0,293527510,Mid,Unknown,5171433333.333333,59600000.0,5231033333.333333,547266666.6666666,232166666.66666663,3.9566666667,374.16,373.13,521080,102.2316,-83.97,-0.9923,,-0.003614,-0.00395,9.8413,5.1897,0.1093
IONEXCHANG,ION Exchange (India) Limited,INE570A01022,Water Supply & Management,Utilities,Utilities,Water Supply & Management,2022-02-22,1.0,146666590,Mid,IN-Mi,6341833333.333333,112566666.66666669,6454400000.0,842100000.0,483366666.6666667,4.0633333333,604.39,602.49,405386,77.381,-14.46,-0.1504,,-0.000261,-0.002526,9.8413,3.372,0.0445
IPCALAB,IPCA Laboratories Limited,INE571A01038,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,1995-02-08,1.0,253704218,Large,IN-M,22309666666.666668,223266666.66666663,22532933333.33333,4943833333.333333,2404166666.6666665,8.8033333333,1414.98,1414.8,465985,150.1231,0.25,0.1712,,0.000221,5.6e-05,9.8413,5.9663,0.0121
IRB,IRB Infrastructure Developers Limited,INE821I01022,Civil Construction,Construction,Industrials,Civil Construction,2008-02-25,1.0,6039000000,Large,IN-M,13964340000.0,1707850000.0,15672190000.0,494900000.0,17585326666.666668,2.9133333333,58.66,58.43,33408084,8.2471,-31.28,-0.6445,,-0.00113,-0.001609,9.8413,4.1645,0.0081
IRCON,Ircon International Limited,INE962Y01021,Civil Construction,Construction,Industrials,Civil Construction,2018-09-28,2.0,940515740,Large,IN-S,24491700000.0,894233333.3333334,25385933333.33333,733666666.6666666,1720166666.6666667,1.83,226.45,225.71,10571392,44.961,-31.6,-0.4375,,-0.000948,-0.002814,9.8413,3.3276,0.0769
IRIS,Iris Business Services Limited,INE864K01010,Software Products,Information Technology,Information Technology,Software Products,2021-11-08,10.0,20538117,Micro,Unknown,304421333.3333333,5691333.333333333,310112666.6666667,149025333.33333334,34568000.0,1.7733333333,151.77,152.54,112677,19.73,36.05,4.9094,,0.016885,-0.000254,0.8333,3.0964,0.1
IRISDOREME,Iris Clothings Limited,INE01GN01017,Garments & Apparels,Textiles,Consumer Discretionary,Garments & Apparels,2021-02-22,2.0,95165735,Small,Unknown,353565666.6666667,609666.6666666666,354175333.3333333,61422000.0,28799666.666666668,0.3533333333,65.77,65.21,221744,9.9153,-39.14,-1.1258,,-0.001716,-0.002326,9.8413,3.9908,0.081
IRMENERGY,IRM Energy Limited,INE07U701015,LPG/CNG/PNG/LNG Supplier,Oil Gas & Consumable Fuels,Energy,LPG/CNG/PNG/LNG Supplier,2023-10-26,10.0,41059677,Small,Unknown,2557953333.333333,84820000.0,2642773333.333333,41593333.333333336,136043333.33333334,3.3133333333,405.26,402.78,155827,84.1612,-37.03,-0.8068,,-0.001467,-0.00242,9.8413,3.862,0.1336
ISGEC,Isgec Heavy Engineering Limited,INE858B01029,Civil Construction,Construction,Industrials,Civil Construction,2021-05-05,1.0,73529510,Mid,IN-Mi,15600800000.0,122400000.0,15723200000.0,1378633333.3333333,619900000.0,8.0733333333,1253.49,1253.83,134113,182.7361,3.02,0.3199,,0.00066,-0.000368,9.8413,3.8886,0.0688
ITC,ITC Limited,INE154A01025,Diversified FMCG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,1995-08-23,1.0,12514119782,Large,IN-L,208871500000.0,6355666666.666667,215227166666.66663,16320733333.333334,50815333333.333336,3.9533333333,456.82,456.64,14434538,35.3189,-1.02,0.0493,,4e-05,-0.000296,9.8413,10.5274,0.004
ITDCEM,ITD Cementation India Limited,INE686A01026,Civil Construction,Construction,Industrials,Civil Construction,1999-02-10,1.0,171787584,Mid,IN-Mi,22057416666.666668,153082000.0,22210498666.666668,1720181333.3333333,864733666.6666666,5.03,508.18,507.03,1304110,60.9988,56.2,1.1492,,0.002293,-0.001088,9.8413,3.4772,0.0202
ITI,ITI Limited,INE248A01017,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,2003-09-15,10.0,960886938,Large,IN-S,8569070666.666667,166211000.0,8735281666.666666,434266000.0,-701735333.3333334,-0.73,299.03,299.05,8444143,47.3353,75.64,1.4458,,0.003932,-0.004796,7.381,2.2881,0.0811
IVP,IVP Limited,INE043C01018,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,1995-09-13,10.0,10326263,Micro,Unknown,1298766666.6666667,8800000.0,1307566666.6666667,54633333.333333336,24933333.33333333,2.4166666667,196.03,194.12,40325,30.2338,-12.04,0.0161,,4.4e-05,-0.006699,2.5124,2.8357,0.0641
IZMO,IZMO Limited,INE848A01014,IT Enabled Services,Information Technology,Information Technology,IT Enabled Services,2007-02-05,10.0,14851093,Small,Unknown,549326333.3333334,114686333.33333331,664012666.6666666,279466666.6666667,139970000.0,9.8266666667,413.05,412.55,154911,101.9056,86.18,2.476,,0.006435,-0.003928,4.4444,3.3401,0.0991
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,INE572A01036,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2003-04-29,1.0,155677208,Large,Unknown,9721400000.0,77033333.33333333,9798433333.333334,1668500000.0,1700966666.6666667,10.9533333333,1794.6,1791.43,233344,110.7544,-12.81,-0.3237,,-0.000381,-0.000447,9.8413,6.0262,0.0081
JGCHEM,J.G.Chemicals Limited,INE0MB501011,Commodity Chemicals,Chemicals,Commodities,Commodity Chemicals,2024-03-13,10.0,39186063,Small,Unknown,1620537666.6666667,27311333.33333333,1647849000.0,39178333.333333336,129285666.66666669,3.1733333333,332.82,331.93,296816,70.6008,54.81,1.0307,,0.002458,-0.002793,9.8413,3.3297,0.0364
JAGRAN,Jagran Prakashan Limited,INE199G01027,Print Media,Media Entertainment & Publication,Consumer Discretionary,Print Media,2006-02-22,2.0,217654272,Small,Unknown,4690424000.0,237706333.3333333,4928130333.333333,1099991333.3333333,484658666.6666667,2.2466666667,87.83,87.37,402257,10.2025,-30.09,-1.146,,-0.001289,-0.001809,9.8413,6.9043,0.0445
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,INE048B01035,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2000-03-01,2.0,66387055,Small,Unknown,700520000.0,18066666.666666668,718586666.6666666,164990000.0,162593333.33333334,3.6566666667,385.39,385.24,155063,144.5544,-26.66,0.2649,,0.000937,-0.004569,9.8413,2.673,0.0445
JAIBALAJI,Jai Balaji Industries Limited,INE091G01026,Iron & Steel,Metals & Mining,Commodities,Iron & Steel,2003-12-09,2.0,912256930,Large,IN-Mi,15870900000.0,163200000.0,16034100000.0,428300000.0,1608000000.0,7.28,652.21,647.36,341996,427.0172,-87.91,-1.8653,,-0.008709,-0.001109,5.6746,3.9559,0.1549
JAICORPLTD,Jai Corp Limited,INE070D01027,Plastic Products - Industrial,Capital Goods,Industrials,Plastic Products - Industrial,1997-11-26,1.0,175504995,Small,IN-Mi,1274433333.3333333,74100000.0,1348533333.3333333,92800000.0,144000000.0,0.81,285.88,284.56,1346011,105.4618,-70.87,-1.7273,,-0.004228,-0.005571,9.8413,3.5013,0.1741
JISLDVREQS,Jain Irrigation Systems Limited,IN9175A01010,Plastic Products - Industrial,Capital Goods,Industrials,Plastic Products - Industrial,2011-11-30,2.0,19294304,Micro,Unknown,13435366666.666666,41600000.0,13476966666.666666,1699733333.3333333,-7233333.333333333,0.0233333333,35.42,35.12,108002,4.0843,-11.69,0.0334,,7.2e-05,-0.005058,9.8413,3.4965,0.1093
JISLJALEQS,Jain Irrigation Systems Limited,INE175A01038,Plastic Products - Industrial,Capital Goods,Industrials,Plastic Products - Industrial,2001-08-13,2.0,671823561,Small,IN-Mi,13435366666.666666,41600000.0,13476966666.666666,1699733333.3333333,-7233333.333333333,0.0233333333,67.22,67.1,6008102,6.5626,-7.19,0.1262,,0.000273,-0.002967,9.8413,3.7715,0.0688
JPPOWER,Jaiprakash Power Ventures Limited,INE351F01018,Power Generation,Power,Utilities,Power Generation,2005-04-18,10.0,6853458827,Mid,Unknown,13737600000.0,732000000.0,14469600000.0,356800000.0,2192933333.333333,0.25,17.55,17.47,44215060,2.0806,-27.09,-0.5567,,-0.001005,-0.002165,8.9286,4.3427,0.1384
JAMNAAUTO,Jamna Auto Industries Limited,INE039C01032,Auto Components & Equipments,Automobile and Auto Components,Consumer Discretionary,Auto Components & Equipments,2010-12-10,1.0,398979885,Small,IN-Mi,5392027666.666667,11827666.666666666,5403855333.333333,431183000.0,445428666.6666667,1.1166666667,110.74,110.18,2164549,20.3852,-45.21,-1.5221,,-0.002175,-0.001667,9.8413,5.5717,0.085
JSFB,Jana Small Finance Bank Limited,INE953L01027,Other Bank,Financial Services,Financial Services,Other Bank,2024-02-14,10.0,105056523,Mid,IN-Mi,,1806590000.0,13508306666.666666,,,,520.62,518.6,413302,105.2378,4.09,0.3372,,0.000729,-0.000998,9.8413,3.6209,0.1255
JASH,Jash Engineering Limited,INE039O01011,Industrial Products,Capital Goods,Industrials,Industrial Products,2019-10-30,2.0,62755125,Mid,Unknown,1449374666.6666667,24435000.0,1473809666.6666667,299727333.3333333,170063000.0,2.7266666667,1471.39,1466.86,156015,828.8193,-64.56,-0.094,,-0.000359,-0.000754,9.8413,3.9568,0.0283
JAYBARMARU,Jay Bharat Maruti Limited,INE571B01036,Auto Components & Equipments,Automobile and Auto Components,Consumer Discretionary,Auto Components & Equipments,1996-01-03,2.0,108250000,Small,Unknown,5598217000.0,7346000.0,5605563000.0,494569333.3333333,41170333.333333336,0.38,95.06,94.44,172201,17.0049,-48.89,-1.503,,-0.002397,-0.003233,9.8413,4.3864,0.1336
JAYAGROGN,Jayant Agro Organics Limited,INE785A01026,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,1996-04-17,5.0,30000000,Small,Unknown,6313843000.0,4736000.0,6318579000.0,165797333.33333334,142822000.0,4.83,279.83,279.12,52304,29.5945,-3.12,0.1383,,0.000236,-0.003651,5.1475,4.1335,0.0607
JAYNECOIND,Jayaswal Neco Industries Limited,INE854B01010,Iron & Steel Products,Capital Goods,Industrials,Iron & Steel Products,1995-05-10,10.0,970998244,Small,Unknown,14414866666.666666,33233333.33333333,14448100000.0,808833333.3333334,36800000.0,0.0366666667,43.63,43.38,390386,6.3864,-38.9,-0.8081,,-0.001542,-0.003166,9.8413,3.564,0.1579
JAYSREETEA,Jayshree Tea & Industries Limited,INE364A01020,Tea & Coffee,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Tea & Coffee,1995-02-15,5.0,28877488,Micro,Unknown,2329466666.6666665,104466666.66666669,2433933333.333333,734966666.6666666,316833333.3333333,5.2666666667,118.34,117.9,293650,17.4803,-9.09,0.0431,,8.4e-05,-0.004192,9.8413,3.6667,0.0567
JBMA,JBM Auto Limited,INE927D01051,Auto Components & Equipments,Automobile and Auto Components,Consumer Discretionary,Auto Components & Equipments,2004-12-17,1.0,236494265,Large,IN-S,12755433333.333334,123200000.0,12878633333.333334,1363333333.3333333,475333333.3333333,3.8233333333,1582.88,1574.68,388813,515.5683,-63.88,-1.1037,,-0.002991,-0.003073,9.8413,3.5223,0.1255
JETFREIGHT,Jet Freight Logistics Limited,INE982V01017,Logistics Solution Provider,Services,Services,Logistics Solution Provider,2021-12-21,5.0,46403784,Micro,Unknown,1097405000.0,4277666.666666667,1101683000.0,50936666.66666666,11373333.333333334,0.2466666667,14.57,14.49,415786,2.2052,-13.0,0.1165,,0.000391,-0.004969,4.9603,2.6531,0.0323
JHS,JHS Svendgaard Laboratories Limited,INE544H01014,Personal Care,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Care,2006-10-21,10.0,85603966,Micro,Unknown,222747000.0,4850666.666666667,227597666.66666663,26170333.33333333,-42616666.66666666,-0.51,22.9,22.59,318629,3.3919,-32.03,-1.0416,,-0.00255,-0.00442,4.6825,3.3429,0.1453
