Symbol,QuartersAvailable,Avg_RevenueFromOperations,Avg_OtherIncome,Avg_Income,Avg_EmployeeBenefitExpense,Avg_FinanceCosts,Avg_DepreciationDepletionAndAmortisationExpense,Avg_OtherExpenses,Avg_Expenses,Avg_ProfitBeforeTax,Avg_TaxExpense,Avg_ProfitLossForPeriod,Avg_BasicEarningsLossPerShareFromContinuingOperations,Avg_DilutedEarningsLossPerShareFromContinuingOperations,Avg_ComprehensiveIncomeForThePeriod,Avg_PaidUpValueOfEquityShareCapital,Avg_FaceValueOfEquityShareCapital,Avg_DilutedEarningsLossPerShare,AvailableQuarters
AMNPLST,3,1649732000.0,3509333.3333333335,1653241333.3333333,52488666.666666664,24150333.333333332,13781666.666666666,309743000.0,1527483000.0,125758333.33333333,31774333.333333332,93984000.0,1.7066666666666668,1.7066666666666668,93905666.66666667,110040000.0,2.0,,"first,second,third"
AMRUTANJAN,3,1054675666.6666666,42864666.666666664,1097540333.3333333,143618000.0,586333.3333333334,16346333.333333334,262017000.0,936612666.6666666,160927666.66666666,42071333.333333336,118856333.33333333,4.113333333333333,4.113333333333333,116351666.66666667,28911000.0,1.0,,"first,second,third"
ANANDRATHI,3,2362557666.6666665,70802666.66666667,2433360333.3333335,1054805666.6666666,26209000.0,56788000.0,283321333.3333333,1421124000.0,1012236333.3333334,259571666.66666666,752664666.6666666,18.05333333333333,18.046666666666667,743361000.0,207465000.0,5.0,,"first,second,third"
ANANTRAJ,3,5064400000.0,100200000.0,5164600000.0,51466666.666666664,26700000.0,72500000.0,164433333.33333334,3999266666.6666665,1165333333.3333333,154000000.0,1023433333.3333334,2.9933333333333336,2.9933333333333336,1010633333.3333334,683800000.0,2.0,,"first,second,third"
ANDHRAPAP,3,3779563333.3333335,236826000.0,4016389333.3333335,417627666.6666667,35463666.666666664,212648666.66666666,767627333.3333334,3646702000.0,369687333.3333333,99498666.66666667,270188666.6666667,3.216666666666667,3.216666666666667,278052000.0,397700000.0,4.666666666666667,,"first,second,third"
ANDHRSUGAR,3,4285879000.0,111523000.0,4397402000.0,422345333.3333333,2901333.3333333335,194590666.66666666,1448827333.3333333,4314044333.333333,80263000.0,16477333.333333334,42353666.666666664,0.33,0.33,20379333.333333332,271101000.0,2.0,,"first,second,third"
ANGELONE,3,13941220000.0,24873333.333333332,13966093333.333334,2228440000.0,715016666.6666666,249566666.66666666,3984796666.6666665,9445260000.0,4520833333.333333,1195533333.3333333,3325200000.0,36.92666666666667,36.266666666666666,3315213333.3333335,901633333.3333334,10.0,,"first,second,third"
ANIKINDS,3,225430666.66666666,7390000.0,232820666.66666666,3803666.6666666665,1273666.6666666667,1376666.6666666667,4855000.0,222274000.0,10546666.666666666,1845666.6666666667,8701000.0,0.3133333333333333,0.3133333333333333,8717666.666666666,277535000.0,10.0,,"first,second,third"
ANKITMETAL,3,1852266666.6666667,23118000.0,1875384666.6666667,35778000.0,395666.6666666667,90953333.33333333,573981333.3333334,2629498000.0,-754113333.3333334,0.0,-754113333.3333334,-5.343333333333334,-5.343333333333334,-750901000.0,1411105000.0,10.0,,"first,second,third"
ANMOL,3,3200100000.0,28166666.666666668,3228266666.6666665,3500000.0,41300000.0,966666.6666666666,6700000.0,3204233333.3333335,24033333.333333332,6066666.666666667,17966666.666666668,0.31666666666666665,0.31666666666666665,17966666.666666668,569100000.0,10.0,,"first,second,third"
ANSALAPI,3,1489666666.6666667,20566666.666666668,1510233333.3333333,40566666.666666664,32033333.333333332,42700000.0,316000000.0,1903566666.6666667,-863666666.6666666,-17966666.666666668,-845700000.0,-5.490000000000001,-5.196666666666666,-990433333.3333334,787000000.0,5.0,,"first,second,third"
ANTGRAPHIC,3,2580333.3333333335,12666.666666666666,2593000.0,1112666.6666666667,14000.0,263666.6666666667,2250666.6666666665,4245333.333333333,-1652333.3333333333,0.0,-1652333.3333333333,0.0,0.0,-1652333.3333333333,155010000.0,1.0,,"first,second,third"
ANUP,3,1702449666.6666667,15987333.333333334,1718437000.0,99990333.33333333,9016333.333333334,58466000.0,306821333.3333333,1385722666.6666667,332714333.3333333,43489666.666666664,289224666.6666667,14.479999999999999,14.463333333333333,272150666.6666667,199766333.33333334,10.0,,"first,second,third"
ANURAS,3,3127668333.3333335,14847666.666666666,3142516000.0,184003333.33333334,269997666.6666667,238730000.0,860731666.6666666,2776732000.0,365784000.0,42305000.0,323479000.0,1.4799999999999998,1.4799999999999998,315767666.6666667,1098669000.0,10.0,,"first,second,third"
APARINDS,3,44571500000.0,277266666.6666667,44848766666.666664,864766666.6666666,1030866666.6666666,321800000.0,4571133333.333333,42296600000.0,2552166666.6666665,647533333.3333334,1904433333.3333333,47.413333333333334,47.413333333333334,1888166666.6666667,401700000.0,10.0,,"first,second,third"
APCL,3,970533333.3333334,4700000.0,975233333.3333334,90366666.66666667,83600000.0,114400000.0,744433333.3333334,1217733333.3333333,-242500000.0,-15433333.333333334,-227066666.66666666,-7.696666666666666,-7.696666666666666,-226533333.33333334,293732000.0,10.0,,"first,second,third"
APCOTEXIND,3,3476532666.6666665,31511333.333333332,3508044000.0,178956000.0,43132666.666666664,103494666.66666667,387765666.6666667,3335475333.3333335,172568666.66666666,48203333.333333336,124365333.33333333,2.3966666666666665,2.3966666666666665,154735666.66666666,103690000.0,2.0,,"first,second,third"
APEX,3,2054120666.6666667,11265333.333333334,2065386000.0,109454000.0,26341666.666666668,37611000.0,384481333.3333333,2056119666.6666667,9266333.333333334,2893000.0,6373333.333333333,0.20666666666666664,0.20666666666666664,6373333.333333333,312500000.0,10.0,,"first,second,third"
APLAPOLLO,3,50603133333.333336,203800000.0,50806933333.333336,857133333.3333334,336666666.6666667,479066666.6666667,3215466666.6666665,48801233333.333336,2005700000.0,459200000.0,1546500000.0,5.573333333333333,5.573333333333333,1578133333.3333333,555100000.0,2.0,,"first,second,third"
APLLTD,3,16054256666.666666,97980000.0,16152236666.666666,3818330000.0,179203333.33333334,697430000.0,5408666666.666667,14294510000.0,1900643333.3333333,347913333.3333333,1556770000.0,7.920000000000001,7.920000000000001,1557110000.0,393130000.0,2.0,,"first,second,third"
APOLLOHOSP,3,54006000000.0,464000000.0,54470000000.0,6815333333.333333,1145666666.6666667,1821666666.6666667,11745666666.666666,49466333333.333336,5003666666.666667,1443333333.3333333,3635333333.3333335,24.486666666666668,24.486666666666668,3624666666.6666665,719000000.0,5.0,,"first,second,third"
APOLLOPIPE,3,2889523666.6666665,6351666.666666667,2895875333.3333335,235548000.0,30162333.333333332,107614666.66666667,413957000.0,2788518666.6666665,107356666.66666667,26637000.0,80720000.0,1.8066666666666666,1.8,110620333.33333333,422515333.3333333,10.0,,"first,second,third"
APOLLOTYRE,3,51121216666.666664,257300000.0,51378516666.666664,4532356666.666667,967733333.3333334,2784823333.3333335,9044600000.0,48368170000.0,2853890000.0,886330000.0,1967646666.6666667,3.0966666666666662,3.0966666666666662,1816060000.0,635100000.0,1.0,,"first,second,third"
APOLLO,3,1334341666.6666667,8890000.0,1343231333.3333333,50130000.0,78772666.66666667,37244000.0,27417000.0,1139768666.6666667,203463000.0,60984333.333333336,142478666.66666666,0.4766666666666666,0.4766666666666666,142478666.66666666,306490000.0,1.0,,"first,second,third"
APOLSINHOT,3,1345772000.0,26333333.333333332,1372105000.0,809143666.6666666,19832333.333333332,23675666.666666668,109348333.33333333,1336845333.3333333,35259666.666666664,16705666.666666666,18554333.333333332,7.133333333333333,7.133333333333333,15047333.333333334,13002000.0,5.0,,"first,second,third"
APTECHT,3,1138043000.0,41374666.666666664,1179417666.6666667,172607333.33333334,2783666.6666666665,21961333.333333332,889221333.3333334,1092088333.3333333,84835000.0,37718333.333333336,47116666.666666664,0.8133333333333334,0.8133333333333334,40461333.333333336,579958666.6666666,10.0,,"first,second,third"
APTUS,3,3862031333.3333335,112180000.0,3974211333.3333335,396258000.0,1197702000.0,29089333.333333332,130903333.33333333,1831542333.3333333,2142669000.0,479192333.3333333,1663476666.6666667,3.3333333333333335,3.3200000000000003,1663508666.6666667,999012333.3333334,2.0,,"first,second,third"
ARCHIDPLY,3,1313678666.6666667,3498333.3333333335,1317176333.3333333,107325333.33333333,42701333.333333336,32538666.666666668,275805333.3333333,1345425333.3333333,-28249000.0,-4055666.6666666665,-24193666.666666668,-1.2166666666666666,-1.2166666666666666,-22472333.333333332,198650000.0,10.0,,"first,second,third"
ARCHIES,3,171079333.33333334,16582333.333333334,187661666.66666666,42218333.333333336,12483333.333333334,19149333.333333332,62307000.0,192316000.0,-4654333.333333333,-3460000.0,-1195000.0,-0.03333333333333333,-0.03333333333333333,106677666.66666667,67562000.0,2.0,,"first,second,third"
ARENTERP,3,5005333.333333333,2320333.3333333335,7325666.666666667,353000.0,0.0,66666.66666666667,1740333.3333333333,5564000.0,1761666.6666666667,13333.333333333334,1735333.3333333333,0.5566666666666666,0.5566666666666666,7601666.666666667,31083000.0,10.0,,"first,second,third"
ARIES,3,1650672333.3333333,14049000.0,1664721333.3333333,163474000.0,52383666.666666664,21090000.0,427164333.3333333,1500466333.3333333,164255000.0,39573333.333333336,124681666.66666667,9.67,9.67,112228666.66666667,130043000.0,10.0,,"first,second,third"
ARIHANTCAP,3,669923333.3333334,761333.3333333334,670684666.6666666,102270000.0,53158666.666666664,7330666.666666667,98346000.0,473063333.3333333,208618000.0,52552000.0,170005333.33333334,1.6366666666666667,1.5866666666666667,170128666.66666666,104113000.0,1.0,,"first,second,third"
ARIHANTSUP,3,1154193000.0,8525333.333333334,1162718333.3333333,77159666.66666667,89227000.0,5749666.666666667,174596000.0,975790000.0,186928333.33333334,42213000.0,144715333.33333334,2.7066666666666666,2.58,144715333.33333334,411599666.6666667,10.0,,"first,second,third"
ARKADE,3,1838830000.0,28709666.666666668,1867539666.6666667,59075666.666666664,4817000.0,11476333.333333334,81776000.0,1316354666.6666667,552608000.0,140855333.33333334,412218666.6666667,2.6166666666666667,2.6166666666666667,411777000.0,1744424000.0,10.0,,"first,second,third"
ARMANFIN,3,1311048666.6666667,-3256000.0,1307792666.6666667,206548333.33333334,447124333.3333333,3208666.6666666665,74735000.0,1156966333.3333333,150826333.33333334,44254000.0,106572666.66666667,10.166666666666666,10.076666666666666,108016666.66666667,104865333.33333333,10.0,,"first,second,third"
AROGRANITE,3,320923000.0,15070666.666666666,335993666.6666667,37798666.666666664,32018000.0,24855333.333333332,83652666.66666667,359148666.6666667,-23155000.0,345666.6666666667,-21484666.666666668,-1.366666666666667,-1.366666666666667,-20917333.333333332,153000000.0,10.0,,"first,second,third"
ARROWGREEN,3,620200000.0,11666666.666666666,631866666.6666666,37666666.666666664,533333.3333333334,17866666.666666668,65216000.0,397649333.3333333,234217333.33333334,62205333.333333336,172012000.0,11.416666666666666,11.416666666666666,173445333.33333334,150900000.0,10.0,,"first,second,third"
ARSHIYA,3,380924000.0,11823333.333333334,392747333.3333333,43717000.0,586231000.0,204795000.0,272956666.6666667,1107699666.6666667,-714952333.3333334,1789333.3333333333,-716826666.6666666,-2.72,-2.72,-716651333.3333334,526952000.0,2.0,,"first,second,third"
ARSSINFRA,3,466643000.0,16808666.666666668,483451666.6666667,27815000.0,1507666.6666666667,2446666.6666666665,198377666.66666666,478492000.0,4959666.666666667,2345333.3333333335,5778666.666666667,0.14666666666666667,0.14666666666666667,5778666.666666667,227380000.0,10.0,,"first,second,third"
ARTEMISMED,3,2323388666.6666665,68803000.0,2392191666.6666665,364098666.6666667,80375333.33333333,111407000.0,927188333.3333334,2128853000.0,263338666.66666666,65831000.0,197507666.66666666,1.2933333333333332,1.28,195506000.0,137373333.33333334,1.0,,"first,second,third"
ARTNIRMAN,3,61537666.666666664,1016333.3333333334,62554000.0,1703000.0,178000.0,1634333.3333333333,55818666.666666664,58492666.666666664,4061333.3333333335,0.0,4061333.3333333335,0.16,0.16,4061333.3333333335,249560000.0,10.0,,"first,second,third"
ARVEE,3,106790666.66666667,1497333.3333333333,108288000.0,11152000.0,596333.3333333334,2934666.6666666665,23090000.0,99030666.66666667,9257333.333333334,2330000.0,6927333.333333333,0.6266666666666666,0.6266666666666666,6927333.333333333,110200000.0,10.0,,"first,second,third"
ARVINDFASN,3,11435933333.333334,77700000.0,11513633333.333334,664066666.6666666,389900000.0,636366666.6666666,3957033333.3333335,10984433333.333334,529200000.0,173933333.33333334,351566666.6666667,1.47,1.4633333333333336,350766666.6666667,532973333.3333333,4.0,,"first,second,third"
ARVIND,3,20360400000.0,117833333.33333333,20478233333.333332,2600400000.0,395900000.0,632200000.0,6050400000.0,19362400000.0,1115833333.3333333,405900000.0,709133333.3333334,1.26,1.26,645100000.0,2617100000.0,10.0,,"first,second,third"
ARVSMART,3,1834033666.6666667,39194000.0,1873227666.6666667,157373666.66666666,43408000.0,12177333.333333334,282817333.3333333,1441003666.6666667,432224000.0,107534333.33333333,324690000.0,6.6933333333333325,6.609999999999999,323867000.0,455236666.6666667,10.0,,"first,second,third"
ASAHIINDIA,3,11382133333.333334,77333333.33333333,11459466666.666666,1020000000.0,318366666.6666667,476500000.0,4280933333.3333335,10279166666.666666,1286400000.0,375633333.3333333,919233333.3333334,3.8266666666666667,3.8266666666666667,905733333.3333334,243100000.0,1.0,,"first,second,third"
ASAHISONG,3,1365354333.3333333,11429000.0,1376783000.0,63659333.333333336,42078666.666666664,47047666.666666664,266131666.66666666,1324125333.3333333,52658000.0,19385666.666666668,33272666.666666668,3.4266666666666663,3.4266666666666663,33272666.666666668,117873000.0,10.0,,"first,second,third"
ASALCBR,3,2827015666.6666665,12854000.0,2839869666.6666665,111005666.66666667,14271000.0,41199333.333333336,679746333.3333334,2573885333.3333335,265984333.33333334,68990666.66666667,196993666.66666666,10.906666666666666,10.703333333333333,196818000.0,180792000.0,6.666666666666667,,"first,second,third"
ASAL,3,1957366000.0,8646666.666666666,1966012666.6666667,113110333.33333333,37751666.666666664,48693000.0,280164333.3333333,1926533000.0,39479666.666666664,0.0,39479666.666666664,2.49,2.49,37371666.666666664,158644000.0,10.0,,"first,second,third"
ASHAPURMIN,3,7278968666.666667,62660000.0,7341628666.666667,381103666.6666667,197580666.66666666,162021000.0,4350704333.333333,6686750666.666667,654878000.0,32064666.666666668,701751000.0,7.456666666666667,7.46,696464000.0,188358666.66666666,2.0,,"first,second,third"
ASHIANA,3,1036000000.0,57233333.333333336,1093233333.3333333,176433333.33333334,18533333.333333332,21133333.333333332,142700000.0,1076866666.6666667,-300000.0,6700000.0,-7000000.0,-0.06666666666666665,0.2733333333333334,-6633333.333333333,201000000.0,2.0,,"first,second,third"
ASHIMASYN,3,283868000.0,8155666.666666667,292023666.6666667,33314666.666666668,18384666.666666668,5250333.333333333,275996333.3333333,297378333.3333333,-5354333.333333333,114000.0,-74148333.33333333,-0.02666666666666667,-0.02666666666666667,-74148333.33333333,1916601000.0,10.0,,"first,second,third"
ASHOKAMET,3,108240666.66666667,9242333.333333334,117483000.0,3586000.0,3954333.3333333335,2542333.3333333335,10410000.0,91677333.33333333,25805666.666666668,3143333.3333333335,22662333.333333332,0.9066666666666666,0.9066666666666666,22662333.333333332,249960000.0,10.0,,"first,second,third"
ASHOKA,3,22512910666.666668,340844000.0,22853755000.0,975648666.6666666,2286447666.6666665,595661333.3333334,8399609666.666667,19843842000.0,3009913000.0,-871704333.3333334,3882656666.6666665,13.683333333333335,13.683333333333335,3882182000.0,1403616000.0,5.0,,"first,second,third"
ASHOKLEY,3,112890933333.33333,697133333.3333334,113588066666.66667,10120466666.666666,9591300000.0,2489500000.0,13046033333.333334,104156666666.66667,9852366666.666666,2796266666.6666665,7122900000.0,2.2399999999999998,2.2399999999999998,9287166666.666666,2936433333.3333335,1.0,,"first,second,third"
ASIANENE,3,831999666.6666666,12396666.666666666,844396333.3333334,86146333.33333333,7574333.333333333,43332000.0,631179666.6666666,767484000.0,76912333.33333333,24765666.666666668,65369333.333333336,1.5200000000000002,1.5033333333333332,63564333.333333336,433384000.0,10.0,,"first,second,third"
ASIANHOTNR,3,755611000.0,1691666.6666666667,757302666.6666666,189099000.0,336642666.6666667,49930000.0,296404333.3333333,959687666.6666666,186081666.66666666,142486666.66666666,43595000.0,2.24,2.24,43595000.0,194532666.66666666,10.0,,"first,second,third"
ASIANPAINT,3,85155700000.0,1575866666.6666667,86731566666.66667,6552566666.666667,580766666.6666666,2417466666.6666665,13938866666.666666,72920566666.66667,13210533333.333334,3573133333.3333335,10029600000.0,10.343333333333334,10.34,10508600000.0,959200000.0,1.0,,"first,second,third"
