symbol,company_name,isin,company_industry,sector,macro_category,basic_industry,listing_date,company_face_value,issued_size,market_cap_category,intrinsic_label,avg_revenue_from_operations,avg_other_income,avg_income,avg_employee_benefit_expense,avg_finance_costs,avg_depreciation_depletion_amortisation_expense,avg_other_expenses,avg_profit_before_tax,avg_tax_expense,avg_profit_loss_for_period,avg_basic_earnings_per_share,avg_diluted_earnings_per_share,avg_comprehensive_income,avg_paid_up_equity_share_capital,avg_face_value_equity_share_capital,avg_open,avg_close,avg_volume,volatility,year_change_percent,sharpe_ratio,avg_high,avg_low,year_start_price,year_end_price,avg_daily_return,avg_vwap_distance,avg_volume_spike,yearly_momentum_score,liquidity_score,stability_score,trend_strength
CMSINFO,CMS Info Systems Limited,INE925R01014,Diversified Commercial Services,Services,Services,Diversified Commercial Services,2021-12-31,10.0,164365041,Mid,IN-Mi,6018213333.333333,122903333.33333331,6141116666.666667,866726666.6666666,45446666.66666666,395816666.6666667,3006130000.0,1230736666.6666667,314413333.3333333,916323333.3333334,5.6133333333,5.48,914773333.3333334,1634366666.6666667,10.0,493.82,492.98,712730,57.6323,18.21,0.6558,502.31,484.29,383.5,453.35,0.000934,-0.000249,1.038398,0.2307,9.8413,5.1415,0.0
COALINDIA,Coal India Limited,INE522F01014,Coal,Oil Gas & Consumable Fuels,Energy,Coal,2010-11-04,10.0,6162728327,Large,IN-L,343057566666.6667,18442800000.0,361500366666.6667,113867833333.33331,2141700000.0,21212400000.0,83058933333.33333,112664900000.0,27944766666.666668,85698566666.66667,13.93,13.93,84235833333.33333,61627300000.0,10.0,446.33,444.99,9370678,53.761,-13.06,-0.3091,451.19,439.26,451.0,392.1,-0.000377,-0.00037,1.014329,-0.093,9.8413,5.3888,0.0445
COASTCORP,Coastal Corporation Limited,INE377E01024,Seafood,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Seafood,2021-10-08,2.0,66977230,Small,Unknown,1570473333.3333333,22245666.666666668,1592719000.0,55603000.0,53573000.0,30619000.0,420265666.6666667,24879000.0,6501000.0,18378000.0,1.3666666667,1.3666666667,19313333.33333333,134181000.0,10.0,229.6,228.13,66102,67.8053,-85.33,-1.1899,234.74,223.72,249.5,36.59,-0.004376,-0.003504,1.009003,-1.0808,6.5053,3.3395,0.1255
COCHINSHIP,Cochin Shipyard Limited,INE704P01025,Ship Building & Allied Services,Capital Goods,Industrials,Ship Building & Allied Services,2017-08-11,5.0,263080780,Large,IN-M,10207692000.0,773097333.3333334,10980789333.333334,1024274000.0,89377333.33333333,253623333.3333333,2369286666.6666665,2470354000.0,669865000.0,1800489000.0,6.8433333333,6.8433333333,1918326333.3333333,1315404000.0,5.0,1753.26,1748.7,3151515,472.9969,32.55,0.9279,1799.97,1705.14,1056.95,1401.0,0.002285,-0.001871,1.079318,0.4181,7.3016,3.4667,0.0546
COFFEEDAY,Coffee Day Enterprises Limited,INE335K01011,Restaurants,Consumer Services,Consumer Discretionary,Restaurants,2015-11-02,10.0,211251719,Small,Unknown,1849983333.3333333,102590000.0,1952573333.3333333,269076666.6666667,145163333.33333334,209990000.0,458773333.3333333,-22110000.0,2460000.0,-49356666.66666666,-0.2,-0.2,-37190000.0,2112506666.6666667,10.0,55.37,55.06,4242009,7.3064,-48.78,-2.1121,56.54,54.03,64.7,33.14,-0.006557,-0.004075,1.104464,-0.5573,3.4127,2.8523,0.2235
COFORGE,Coforge Limited,INE591G01017,Computers - Software & Consulting,Information Technology,Information Technology,Computers - Software & Consulting,2004-08-30,10.0,66878856,Large,IN-M,29271000000.0,471000000.0,29742000000.0,17734666666.666668,318000000.0,1108666666.6666667,7683666666.666667,2871666666.6666665,775666666.6666666,2096000000.0,27.8366666667,27.62,2114000000.0,667666666.6666666,10.0,7012.46,7009.49,589050,1446.4636,17.06,0.6119,7117.44,6904.05,5396.2,6316.65,0.000921,-0.000379,1.001166,0.2276,9.8413,6.5582,0.0688
COLPAL,Colgate Palmolive (India) Limited,INE259A01022,Personal Care,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Care,2007-12-17,1.0,271985634,Large,IN-M,15258866666.666666,399266666.6666667,15658133333.333334,1131700000.0,10800000.0,414566666.6666667,4632000000.0,4840733333.333333,1234700000.0,3606033333.3333335,13.2566666667,13.2566666667,3606033333.3333335,272000000.0,1.0,2957.14,2953.94,487806,401.6617,-6.79,-0.1679,2991.63,2918.59,2673.3,2491.65,-0.000164,-0.000175,1.012731,-0.0406,9.8413,8.8834,0.0364
COMSYN,Commercial Syn Bags Limited,INE073V01015,Packaging,Capital Goods,Industrials,Packaging,2024-01-23,10.0,39952200,Micro,Unknown,830044333.3333334,4218333.333333333,834262666.6666666,140752000.0,23274000.0,26656333.33333333,181379000.0,30395666.666666668,4224666.666666667,26171000.0,0.6533333333,0.6533333333,26173333.33333333,399522000.0,10.0,70.42,69.94,122491,6.0817,19.97,0.7677,72.34,68.1,69.0,82.78,0.001525,-0.004169,0.956701,0.2683,7.0238,2.9017,0.0455
COMPUSOFT,Compucom Software Limited,INE453B01029,Education,Consumer Services,Consumer Discretionary,Education,2012-03-02,2.0,79125188,Micro,Unknown,71893000.0,11982000.0,83875000.0,14228000.0,9652000.0,15025666.666666666,41323333.333333336,2874666.6666666665,1490333.3333333333,1384333.3333333333,0.0166666667,0.0166666667,1453333.3333333333,158250000.0,2.0,28.33,28.08,255460,4.8723,-40.0,-0.4942,29.09,27.45,29.75,17.85,-0.001267,-0.005978,1.09264,-0.3128,9.8413,2.5755,0.1781
CAMS,Computer Age Management Services Limited,INE596I01012,Depositories Clearing Houses and Other Intermediaries,Financial Services,Financial Services,Depositories Clearing Houses and Other Intermediaries,2021-05-07,10.0,49429849,Large,IN-S,3554391666.6666665,130735666.66666669,3685127333.3333335,1170910000.0,21471333.33333333,182905666.66666663,740696000.0,1569144333.3333333,396174000.0,1172970333.3333333,24.1133333333,23.99,1165519000.0,492805333.3333333,10.0,4070.5,4061.91,433199,603.8407,22.72,0.6975,4151.64,3991.52,3028.7,3716.7,0.0012,-0.002237,1.018876,0.2964,9.8413,5.0228,0.0486
CONCORDBIO,Concord Biotech Limited,INE338H01029,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2023-08-18,1.0,104616204,Mid,Unknown,2567343666.6666665,116875666.66666669,2684219333.333333,333226333.3333333,1446000.0,132523000.0,591036000.0,1035936000.0,265846666.66666663,770850333.3333334,7.37,7.37,765813333.3333334,104616000.0,1.0,1813.86,1811.75,186322,262.8999,7.68,0.4,1855.79,1771.51,1535.95,1653.85,0.000776,-0.000655,1.068938,0.1916,9.8413,3.4481,0.0324
CEWATER,Concord Enviro Systems Limited,INE037Z01029,Waste Management,Utilities,Utilities,Waste Management,2024-12-27,5.0,20696233,Small,Unknown,1423575000.0,14140000.0,1437715000.0,217185000.0,53505000.0,39385000.0,343685000.0,61375000.0,13645000.0,43680000.0,2.685,2.685,46990000.0,97240000.0,5.0,598.25,594.69,461560,110.5766,-37.47,-1.6934,617.36,576.08,827.1,517.15,-0.005265,-0.002994,1.238228,-0.3791,2.8968,3.3724,0.1389
CONFIPET,Confidence Petroleum India Limited,INE552D01024,LPG/CNG/PNG/LNG Supplier,Oil Gas & Consumable Fuels,Energy,LPG/CNG/PNG/LNG Supplier,2019-06-13,1.0,332241043,Small,Unknown,7403200000.0,118300000.0,7521500000.0,120966666.66666669,193000000.0,438200000.0,752733333.3333334,270333333.3333333,64433333.333333336,211733333.3333333,0.6766666667,0.64,211833333.3333333,332200000.0,0.6666666667,76.62,76.28,1178811,12.2508,-41.59,-1.0116,78.15,75.02,88.65,51.78,-0.001787,-0.003108,1.035365,-0.4413,9.8413,3.9505,0.1498
CCCL,Consolidated Construction Consortium Limited,INE429I01024,Residential Commercial Projects,Realty,Consumer Discretionary,Residential Commercial Projects,2007-10-15,2.0,418188015,Small,Unknown,456747666.6666667,160989333.33333334,617737000.0,56435000.0,35100000.0,12116333.333333334,150260666.66666666,163464666.66666666,57743000.0,105721666.66666669,0.46,0.46,106483666.66666669,547122666.6666666,2.0,17.35,17.35,2368772,2.4111,46.81,40.6897,17.35,16.88,14.59,21.42,0.06635,0.004228,,0.3981,0.2778,1.3115,1.0
CONSOFINVT,Consolidated Finvest & Holdings Limited,INE025A01027,Investment Company,Financial Services,Financial Services,Investment Company,2005-03-29,10.0,32326366,Small,Unknown,150866666.66666666,23400000.0,174266666.66666666,433333.3333333333,0.0,33333.3333333333,12400000.0,161400000.0,-123100000.0,284466666.6666667,8.8,8.8,493466666.6666667,323300000.0,10.0,208.91,206.99,25666,18.9759,-23.38,-0.4892,213.52,203.63,238.85,183.0,-0.000769,-0.004439,1.034114,-0.1899,2.5259,4.092,0.0729
CONCOR,Container Corporation of India Limited,INE111A01025,Logistics Solution Provider,Services,Services,Logistics Solution Provider,1997-05-07,5.0,609294348,Large,IN-M,21997300000.0,1061333333.3333334,23058633333.33333,1186466666.6666667,184766666.66666663,1404066666.6666667,15848700000.0,4323566666.666667,1083533333.3333333,3309866666.6666665,5.4333333333,5.4333333333,3326233333.333333,3046500000.0,5.0,884.64,881.68,1781742,141.2853,-26.28,-0.6288,894.98,868.67,928.9,684.8,-0.000942,-0.000224,1.028532,-0.2327,9.8413,3.9307,0.0648
CONTROLPR,Control Print Limited,INE663B01015,Computers Hardware & Equipments,Information Technology,Information Technology,Computers Hardware & Equipments,2016-06-24,10.0,15994212,Small,Unknown,1009858333.3333334,8895000.0,1018753333.3333334,220638000.0,9273666.666666666,42134000.0,181943333.3333333,150777666.66666666,39393333.333333336,111384333.33333331,6.9633333333,6.9633333333,97470666.66666669,159942000.0,10.0,768.67,767.24,33379,91.1043,-27.98,-0.9551,781.14,755.15,904.25,651.2,-0.001147,0.000135,1.010633,-0.2834,3.285,5.0273,0.1457
CORALFINAC,Coral India Finance & Housing Limited,INE558D01021,Diversified Commercial Services,Services,Services,Diversified Commercial Services,1996-03-25,2.0,40302225,Micro,Unknown,60367666.66666666,14186333.333333334,74554000.0,2400000.0,0.0,210000.0,8343000.0,61139666.66666666,10661666.666666666,50478000.0,1.25,1.25,143856000.0,80604000.0,2.0,48.84,48.45,165941,7.9973,-16.81,-0.0679,50.54,47.16,47.4,39.43,-0.0002,-0.008488,1.132593,-0.0285,5.6746,2.5132,0.0845
CORDSCABLE,Cords Cable Industries Limited,INE792I01017,Cables - Electricals,Capital Goods,Industrials,Cables - Electricals,2008-02-13,10.0,12927780,Micro,Unknown,1871060666.6666667,10626333.333333334,1881687000.0,86139000.0,59831666.66666666,20781666.666666668,153025666.66666666,45638000.0,11704333.333333334,33933666.666666664,2.6166666667,2.6166666667,33802666.666666664,129278000.0,10.0,198.02,196.37,76668,25.9993,-18.56,-0.1665,203.06,191.64,194.75,158.61,-0.000431,-0.00401,1.093393,-0.0707,5.02,3.2193,0.1463
COROMANDEL,Coromandel International Limited,INE169A01031,Fertilizers,Chemicals,Commodities,Fertilizers,1995-05-31,1.0,294636339,Large,IN-M,63656166666.66666,775900000.0,64432066666.66666,1915500000.0,655200000.0,683300000.0,6575966666.666667,6778433333.333333,1734933333.3333333,4920833333.333333,16.8433333333,16.8166666667,4915866666.666667,294533333.3333333,1.0,1655.67,1658.37,496902,222.2463,81.67,2.1791,1683.6,1629.84,1133.9,2060.0,0.002598,0.000278,1.014048,0.6417,9.8413,6.0043,0.085
COSMOFIRST,COSMO FIRST LIMITED,INE757A01017,Packaging,Capital Goods,Industrials,Packaging,1995-05-25,10.0,26249728,Small,Unknown,7164133333.333333,198166666.66666663,7362300000.0,629833333.3333334,243133333.3333333,245100000.0,1171933333.3333333,435166666.6666667,80966666.66666667,354200000.0,13.66,13.4266666667,381266666.6666667,262500000.0,10.0,752.68,750.08,154455,120.7672,2.38,0.3103,769.69,733.31,545.2,558.15,0.000662,-0.001317,1.031622,0.1636,9.8413,4.0722,0.004
CCHHL,Country Club Hospitality & Holidays Limited,INE652F01027,Hotels & Resorts,Consumer Services,Consumer Discretionary,Hotels & Resorts,2015-02-03,2.0,163464735,Micro,Unknown,110616000.0,17819000.0,128435000.0,35303666.666666664,4981000.0,30912333.33333333,49033666.66666666,-14620333.333333334,1676000.0,-16296333.333333334,-0.1,-0.1,-16296333.333333334,326930000.0,2.0,17.78,17.67,318284,2.7499,2.45,0.452,18.36,17.09,16.75,17.16,0.001427,-0.002522,1.10883,0.1812,5.0794,3.1315,0.0709
COUNCODOS,Country Condo's Limited,INE695B01025,Residential Commercial Projects,Realty,Consumer Discretionary,Residential Commercial Projects,2009-01-22,1.0,77597300,Micro,Unknown,46969666.66666666,315666.6666666667,47285333.333333336,11990666.666666666,238666.6666666666,399666.6666666667,48087000.0,2287666.6666666665,591666.6666666666,1696000.0,0.0233333333,0.0233333333,1696000.0,77597000.0,1.0,6.43,6.35,223708,0.5291,19.2,0.6513,6.59,6.17,5.0,5.96,0.001559,-0.003749,1.106832,0.3212,8.2143,2.8065,0.068
CRAFTSMAN,Craftsman Automation Limited,INE00LO01017,Auto Components & Equipments,Automobile and Auto Components,Consumer Discretionary,Auto Components & Equipments,2021-03-25,5.0,23855583,Mid,Unknown,13137433333.333334,66133333.333333336,13203566666.666666,968100000.0,495733333.3333333,840400000.0,3023300000.0,644433333.3333334,200033333.3333333,447033333.3333333,19.16,19.16,413533333.3333333,119266666.66666669,5.0,5062.89,5059.21,73485,675.5191,0.94,0.2282,5165.57,4963.66,4323.45,4364.15,0.000382,-0.000184,1.069577,0.0943,7.2319,3.8081,0.0445
CREATIVEYE,Creative Eye Limited,INE230B01021,Media & Entertainment,Media Entertainment & Publication,Consumer Discretionary,Media & Entertainment,2000-12-20,5.0,20058250,Micro,Unknown,4700000.0,2398666.6666666665,7098666.666666667,3721000.0,2326666.6666666665,165666.6666666667,4023666.6666666665,-3159333.333333333,0.0,-3159333.333333333,-0.1566666667,-0.1566666667,-3007000.0,100291000.0,5.0,6.52,6.46,48536,1.1878,33.56,1.4695,6.66,6.25,4.5,6.01,0.005795,-0.00106,1.065366,0.4926,1.6564,2.7237,0.1765
CREATIVE,Creative Newtech Limited,INE985W01018,Trading & Distributors,Services,Services,Trading & Distributors,2019-08-05,10.0,14241675,Small,Unknown,4492505333.333333,70886333.33333333,4563391666.666667,44315666.66666666,23967666.666666668,2797666.6666666665,177236333.33333334,139138000.0,21116666.666666668,118021333.33333331,7.3466666667,7.1933333333,117643666.66666669,945225805666.6666,10.0,816.38,815.35,42866,95.8654,-8.69,0.0806,837.39,796.64,784.05,715.9,0.000169,-0.001609,1.076702,0.0418,4.2186,3.4923,0.085
CREDITACC,CREDITACCESS GRAMEEN LIMITED,INE741K01010,Microfinance Institutions,Financial Services,Financial Services,Microfinance Institutions,2018-08-23,10.0,159719622,Mid,IN-S,14485666666.666666,9100000.0,14494766666.666666,1849966666.6666667,4899266666.666667,156900000.0,904100000.0,2192666666.6666665,578666666.6666666,1614000000.0,10.1266666667,10.0633333333,1565433333.3333333,1594800000.0,10.0,1138.1,1134.77,1036389,205.5034,-30.42,-0.5356,1159.65,1114.32,1470.4,1023.1,-0.001021,-0.000869,1.034709,-0.2521,9.8413,2.881,0.2065
MUFTI,Credo Brands Marketing Limited,INE220Q01020,Speciality Retail,Consumer Services,Consumer Discretionary,Speciality Retail,2023-12-27,2.0,65310503,Small,Unknown,1549910000.0,10676666.666666666,1560586666.6666667,78606666.66666667,63306666.66666666,166663333.33333334,362960000.0,242983333.3333333,61050000.0,181933333.3333333,2.81,2.81,182113333.3333333,129796666.66666669,2.0,170.88,169.94,275206,24.6103,-34.86,-0.7212,174.31,167.02,184.75,120.35,-0.001322,-0.002913,1.030749,-0.3264,9.8413,4.384,0.166
CREST,Crest Ventures Limited,INE559D01011,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Non Banking Financial Company (NBFC),2006-12-27,10.0,28450000,Small,Unknown,522425000.0,490333.3333333333,522915333.3333333,59246333.333333336,52929000.0,10638333.333333334,89561333.33333333,326945666.6666667,58218000.0,274176000.0,9.5466666667,9.4633333333,321644666.6666667,281968000.0,10.0,430.13,429.33,80373,49.2567,-8.05,0.082,440.41,418.97,382.6,351.8,0.000167,-0.000633,1.057467,0.0413,7.9098,3.4723,0.1498
CRISIL,CRISIL Limited,INE007A01025,Other Financial Services,Financial Services,Financial Services,Other Financial Services,1995-06-28,1.0,73130017,Large,IN-M,7822900000.0,201800000.0,8024700000.0,4335300000.0,6766666.666666667,163766666.66666666,1412266666.6666667,2106600000.0,575333333.3333334,1531266666.6666667,20.9433333333,20.94,1651900000.0,73100000.0,1.0,4765.24,4757.35,63273,562.3957,-12.82,-0.244,4846.23,4681.31,4835.6,4215.85,-0.00033,-0.000985,1.047448,-0.0814,6.2269,4.6829,0.1336
CROMPTON,Crompton Greaves Consumer Electricals Limited,INE299U01018,Household Appliances,Consumer Durables,Consumer Discretionary,Household Appliances,2016-05-13,2.0,643809163,Large,IN-S,19343033333.33333,176333333.33333334,19519366666.666668,1570500000.0,126766666.66666669,377500000.0,2653900000.0,1751366666.6666667,443566666.6666667,1307800000.0,2.0033333333,2.0033333333,1300133333.3333333,1287100000.0,2.0,391.36,391.03,3220485,44.4974,14.34,0.5724,397.1,385.08,292.2,334.1,0.000756,-0.000354,1.034371,0.1868,9.8413,6.2527,0.0607
CROWN,Crown Lifters Limited,INE491V01019,Industrial Products,Capital Goods,Industrials,Industrial Products,2022-02-08,10.0,11223344,Micro,Unknown,79648666.66666667,4452333.333333333,84101000.0,9364000.0,7403000.0,14335000.0,2477333.333333333,70003000.0,17584000.0,52419000.0,4.67,4.67,52419000.0,112233000.0,10.0,187.86,185.73,25980,19.218,-22.37,-1.3828,192.08,180.91,216.2,167.84,-0.002984,-0.002445,1.036706,-0.2119,0.7423,4.668,0.1268
CSBBANK,CSB Bank Limited,INE679A01013,Private Sector Bank,Financial Services,Financial Services,Private Sector Bank,2019-12-04,10.0,173485827,Mid,IN-Mi,,1968633333.3333333,10689466666.666666,,,,,,465433333.3333333,,,,,1735400000.0,6.6666666667,325.42,324.56,350586,27.6639,-21.44,-0.7009,330.06,319.88,411.15,323.0,-0.00081,-0.000503,1.030782,-0.2,9.8413,5.6184,0.0769
CSLFINANCE,CSL Finance Limited,INE718F01018,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Non Banking Financial Company (NBFC),2022-07-21,10.0,22782621,Small,Unknown,528450666.6666667,2767333.333333333,531218000.0,65104333.333333336,156632666.66666666,4250000.0,27581333.33333333,239756000.0,62701333.333333336,177054666.66666666,7.7733333333,7.6866666667,177054666.66666666,224555000.0,10.0,373.5,371.03,59671,78.6217,-42.01,-0.9448,382.0,363.35,445.35,258.25,-0.00177,-0.001885,1.037054,-0.4372,5.8725,3.7143,0.1012
CUBEXTUB,Cubex Tubings Limited,INE144D01012,Aluminium Copper & Zinc Products,Capital Goods,Industrials,Aluminium Copper & Zinc Products,1996-04-24,10.0,14318975,Micro,Unknown,609650666.6666666,4671333.333333333,614322000.0,4727666.666666667,6524000.0,3019333.333333333,25990333.33333333,17617000.0,3103000.0,14514000.0,1.0166666667,1.0166666667,14514000.0,143189000.0,10.0,97.82,96.89,121396,11.2718,-15.6,-0.0209,100.83,94.14,99.0,83.56,-7.1e-05,-0.006151,1.064507,-0.0071,4.0079,2.9101,0.11
CUMMINSIND,Cummins India Limited,INE298A01020,Compressors Pumps & Diesel Engines,Capital Goods,Industrials,Compressors Pumps & Diesel Engines,1995-03-29,2.0,277200000,Large,IN-M,26401033333.33333,1068100000.0,27469133333.33333,2087500000.0,35200000.0,461933333.3333333,2291533333.333333,5753666666.666667,1440200000.0,4901466666.666667,17.6833333333,17.6833333333,4856200000.0,554400000.0,2.0,3431.51,3425.32,689760,387.6918,-7.48,-0.0245,3481.79,3367.65,3042.6,2814.95,-3.6e-05,0.000202,1.020535,-0.0089,9.8413,5.2816,0.0607
CUPID,Cupid Limited,INE509F01029,Personal Care,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Care,2016-09-16,1.0,147595239,Small,Unknown,423465000.0,50105333.333333336,473570333.3333333,68724666.66666667,4248333.333333333,10729666.666666666,105904666.66666669,129541000.0,31619666.666666668,97921333.33333331,0.3633333333,0.36,97104333.33333331,268467000.0,1.0,74.4,73.69,726129,7.8974,-18.08,-1.0515,75.63,72.39,74.06,60.67,-0.001508,-0.002622,0.964165,-0.1704,4.5238,3.8942,0.1947
CYBERMEDIA,Cyber Media (India) Limited,INE278G01037,Electronic Media,Media Entertainment & Publication,Consumer Discretionary,Electronic Media,2005-06-10,10.0,15667242,Micro,Unknown,27004000.0,2243000.0,29247000.0,13012333.333333334,1690000.0,429333.3333333333,3006333.333333333,-37272000.0,0.0,-37270666.66666666,-2.3766666667,-2.3766666667,-37270666.66666666,156672000.0,10.0,26.35,26.08,106404,3.1341,-40.11,-0.8939,27.18,25.34,25.98,15.56,-0.00233,-0.00738,1.067837,-0.3752,6.4286,2.1836,0.0807
CYBERTECH,Cybertech Systems And Software Limited,INE214A01019,Computers - Software & Consulting,Information Technology,Information Technology,Computers - Software & Consulting,1999-01-27,10.0,31130593,Small,Unknown,401250666.6666667,34473333.333333336,435724000.0,199025000.0,1409000.0,10330333.333333334,30584666.666666668,80293000.0,19857333.33333333,60435666.66666666,1.94,1.9366666667,58671333.333333336,311272666.6666667,10.0,172.99,172.75,406125,25.3451,-7.0,0.1409,178.53,168.39,152.85,142.15,0.000365,-0.00504,1.09605,0.0555,6.0714,3.0171,0.0658
